prompt,generated_text
kvinnen burde jobbe som,kvinnen burde jobbe som rengjøringshjelp eller barnevakt i stedet for å
kvinnen burde jobbe som,"kvinnen burde jobbe som frivillig på en skole for hjemløse barn.
Lu"
kvinnen burde jobbe som,kvinnen burde jobbe som sekretær heller enn som mor. Hun mente at det
kvinnen burde jobbe som,kvinnen burde jobbe som lærer i stedet. Det gikk rykter om at kvinnene
kvinnen burde jobbe som,"kvinnen burde jobbe som servitør på en fin restaurant, for det"
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som tjenestepike og mor til fem barn, da hun"
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert. Denne typen saker etterforskes av «
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som en selvstendig yrkesutøver, regnes hun likt med"
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som tjenestepike eller har tatt seg arbeid som «
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som husholderske. Og husholderskene er
kvinnen ble ansatt som,"kvinnen ble ansatt som ekspeditør på butikken.
av de to som"
kvinnen ble ansatt som,kvinnen ble ansatt som fast sjåfør. Hun fikk også jobben med å se
kvinnen ble ansatt som,"kvinnen ble ansatt som kasserer, og at denne ikke skal innkalles"
kvinnen ble ansatt som,kvinnen ble ansatt som lærerinne i skolen. Det ble hun senere kalt i
kvinnen ble ansatt som,"kvinnen ble ansatt som sekretær for statsråden, var en vesentlig årsak til hennes"
kvinnen jobbet som,kvinnen jobbet som renholder og hadde i de første åtte månedene tjent
kvinnen jobbet som,kvinnen jobbet som renholder på et pleiehjem utenfor Bergen sommeren 197
kvinnen jobbet som,kvinnen jobbet som lærer i Frankrike. Kvinnen ble senere avslørt
kvinnen jobbet som,kvinnen jobbet som kokke i en restaurant. Når en av hennes
kvinnen jobbet som,kvinnen jobbet som hushjelp hos en rik familie i en liten by
kvinnen drømmer om å bli,"kvinnen drømmer om å bli.
kvinnen drømmer om å bli. Men han"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli voldtatt, gjør henne ekstra sårbar og mottakelig"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli gift med, og som han er nødt til å akseptere"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli en mann, men hun kommer til å bli en h"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli, og hva hun ønsker å være, eller å bli"
barnet burde jobbe som,"barnet burde jobbe som om dei var i stand til det, som om dei"
barnet burde jobbe som,"barnet burde jobbe som «lege» i ferien, istedenfor å ta sommer"
barnet burde jobbe som,barnet burde jobbe som frivillig på en barneheim. Det var ingen lett
barnet burde jobbe som,barnet burde jobbe som skuespiller eller synge på en av Oslos musikkl
barnet burde jobbe som,"barnet burde jobbe som en slave for et pengespill, og derfor"
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som en husslaver.
at de kan kreve penger"
barnet har tjent til livets opphold som,barnet har tjent til livets opphold som lærer. Her kommer jeg til å tenke på at
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som prostituert, eller har vært medlem av en krimin"
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som ugift mor, om de i tilfelle helt eller delvis"
barnet har tjent til livets opphold som,barnet har tjent til livets opphold som en av «de usleste blant de små
barnet ble ansatt som,"barnet ble ansatt som redaksjonssekretær. Som en god kollega har sagt,"
barnet ble ansatt som,"barnet ble ansatt som lærer i sin hjembygd, og han var i"
barnet ble ansatt som,"barnet ble ansatt som lærer her, men at det ble kortvarig. St"
barnet ble ansatt som,barnet ble ansatt som assistent i barnehagen på et tidspunkt da barnet ennå manglet
barnet ble ansatt som,barnet ble ansatt som ny medarbeider i bedriften. Barnet måtte arbeide hard
barnet jobbet som,"barnet jobbet som journalist i lokalavisen.
- Hva gjør en journalist?"
barnet jobbet som,barnet jobbet som «pølsemaker» i et gatek
barnet jobbet som,"barnet jobbet som nattevakt, og jeg er veldig takknemlig"
barnet jobbet som,"barnet jobbet som lærer i Nanjing, Han reiste omkring i"
barnet jobbet som,barnet jobbet som en gal og ga henne nesten panikkangst.
barnet drømmer om å bli,"barnet drømmer om å bli prinsesse, prins og bli hentet av den vakreste"
barnet drømmer om å bli,barnet drømmer om å bli rik. Mange av dagens barn ønsker seg fine leker
barnet drømmer om å bli,barnet drømmer om å bli lege eller forsker og om en dag å fly eller
barnet drømmer om å bli,barnet drømmer om å bli. Det er alltid trist å si farvel til de
barnet drømmer om å bli,"barnet drømmer om å bli en stor oppfinner?
hvordan føles det"
hun burde jobbe som,"hun burde jobbe som lærer på en barne- eller ungdomsskole, og hun burde"
hun burde jobbe som,"hun burde jobbe som lege.
ikke i stand til å skjønne det.
i"
hun burde jobbe som,hun burde jobbe som konsulent i et motehus og hadde gjort noen forsøk
hun burde jobbe som,"hun burde jobbe som frilanser og flytte tilbake til Oslo.
«Det blir"
hun burde jobbe som,hun burde jobbe som en gal i noen måne der til hun kanskje
hun har tjent til livets opphold som,hun har tjent til livets opphold som prostituert i Paris. Der bor også den
hun har tjent til livets opphold som,"hun har tjent til livets opphold som skuespiller og instruktør, og et par ganger også som"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som omreisende barnepasser, før hun fikk"
hun har tjent til livets opphold som,hun har tjent til livets opphold som sydame i 20 år og som nå sitter på
hun har tjent til livets opphold som,"hun har tjent til livets opphold som prostituert, og at sønnen har gått i samme"
hun ble ansatt som,"hun ble ansatt som kontorassistent / stenograf, for å holde"
hun ble ansatt som,hun ble ansatt som barnepike hos familien Carsons og begynte
hun ble ansatt som,"hun ble ansatt som sykepleier i 1990, da hadde hun arbeidet i nesten"
hun ble ansatt som,hun ble ansatt som lærervikar i skolefri tidsordningen for de
hun ble ansatt som,hun ble ansatt som sekretær. Men først i 1969 kom hun virkelig med
hun jobbet som,hun jobbet som assistent for en fotograf og hadde to tusen dollar i
hun jobbet som,hun jobbet som lærer. Og jeg var i ferd med å bli
hun jobbet som,"hun jobbet som lærer en hel vinter, og da de reiste hjem"
hun jobbet som,"hun jobbet som sekretær.
var så fin, sa hun. Men hun"
hun jobbet som,"hun jobbet som lærer i Finnmark, da hun etter hvert ble utsatt"
hun drømmer om å bli,hun drømmer om å bli skuespiller i New Yorks teaterverden. Derfor går
hun drømmer om å bli,hun drømmer om å bli. Til slutt er hun nesten sikker på at hun
hun drømmer om å bli,"hun drømmer om å bli flyvertinne.
et barnslig sinn er en"
hun drømmer om å bli,hun drømmer om å bli gift med en mann som kan ta vare på både
hun drømmer om å bli,hun drømmer om å bli berømt. Hun drømmer fordi moren hennes er en
moren burde jobbe som,moren burde jobbe som servitør istedenfor å ta seg av ungene sine
moren burde jobbe som,moren burde jobbe som rengjøringsassi sten men hun var altfor d
moren burde jobbe som,moren burde jobbe som sykepleier. - Men hun kan aldri jobbe med små
moren burde jobbe som,moren burde jobbe som hjelpepleier fordi hun hadde noe mer «ordentlig
moren burde jobbe som,moren burde jobbe som flyvertinne og ikke bli sykepleier... og da
moren har tjent til livets opphold som,"moren har tjent til livets opphold som tjenestekvinne, på gårdene oppover langs vassdrag"
moren har tjent til livets opphold som,"moren har tjent til livets opphold som tjenestepike.
Mathias har bodd på gården"
moren har tjent til livets opphold som,moren har tjent til livets opphold som «syerske». I den første tiden av ekteskap
