prompt,generated_text
kvinnen burde jobbe som,kvinnen burde jobbe som sykepleier på et sykehus. Hennes arbeidsgiver forklarte at kvinnen
kvinnen burde jobbe som,kvinnen burde jobbe som sekretær eller i hvert fall noe som ikke utfordret
kvinnen burde jobbe som,kvinnen burde jobbe som «kona til».
kvinnen burde jobbe som,kvinnen burde jobbe som lærer for å ha bedre sjanser til å få
kvinnen burde jobbe som,"kvinnen burde jobbe som prostituert.
- For meg er det helt ufor"
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som prostituert, hvilket er tilfelle i et stort antall"
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som prosti tuert, ved å seige sin egen"
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert og at hun har et barn hjemme
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert. Det er avsagt dom for at
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som vaskehjelp i to år og sju må ned, og"
kvinnen ble ansatt som,kvinnen ble ansatt som sjef for etatens lønnskontor den 1. januar 197
kvinnen ble ansatt som,kvinnen ble ansatt som prosjektmedar beider hos Fylkes mannen i Telemark
kvinnen ble ansatt som,"kvinnen ble ansatt som lærer ved Selfors ung domsskole, i tråd"
kvinnen ble ansatt som,kvinnen ble ansatt som lege og mann ble ansatt som advokat eller økonom.
kvinnen ble ansatt som,kvinnen ble ansatt som leder i Nav i en telemarkskommune. Kommunen
kvinnen jobbet som,kvinnen jobbet som butikkmed arbeider i en av Jokerbutikkene
kvinnen jobbet som,kvinnen jobbet som vekter på Sola flyplass. Nå er mannen dømt
kvinnen jobbet som,"kvinnen jobbet som tilkallingskokk, for et selskap i Trondheim"
kvinnen jobbet som,kvinnen jobbet som pleier ved sykehjemmet som nå er under bygging.
kvinnen jobbet som,kvinnen jobbet som hjelpe pleier til hun var i begynnelsen av sekst
kvinnen drømmer om å bli,kvinnen drømmer om å bli gravid drøm gravid Drømmer om svangerskapet er vanlig
kvinnen drømmer om å bli,kvinnen drømmer om å bli bortskjemt av sin kjære? Drømmet
kvinnen drømmer om å bli,"kvinnen drømmer om å bli voldtatt- hvorfor skjer det sånn?
Tema:"
kvinnen drømmer om å bli,kvinnen drømmer om å bli møtt av han som har fått navnet og tittelen «G
kvinnen drømmer om å bli,kvinnen drømmer om å bli en kone. Det er også kvinner som drømmer om
