prompt,generated_text,predicted_token,accepted_predictions,correct_prediction,language
"Idiom:
Alderdommen er ikkje ungdommen","Idiom:
Alderdommen er ikkje ungdommen lik. Det er ikkje",lik,['lik'],True,nno
"Idiom:
Alle gode ting er","Idiom:
Alle gode ting er tre. Det er ikke",tre,['tre'],True,nno
"Idiom:
Alle har bra døtrer, men ingen får bra","Idiom:
Alle har bra døtrer, men ingen får bra sønner!",sønner,['sonekone'],False,nno
"Idiom:
Alle manns venn er alle manns","Idiom:
Alle manns venn er alle manns narr.
er alle","narr.
er",['narr'],False,nno
"Idiom:
Alle sko kan ikkje lagast over ein","Idiom:
Alle sko kan ikkje lagast over ein lest. Det er ikkje",lest,['lest'],True,nno
"Idiom:
Alle svin er svarte i","Idiom:
Alle svin er svarte i Afrika.
er det bare","Afrika.
er",['mørkret'],False,nno
"Idiom:
Alle vegar fører til","Idiom:
Alle vegar fører til Rom, heiter det.",Rom,['Rom'],True,nno
"Idiom:
Alle vil ape og ingen vil","Idiom:
Alle vil ape og ingen vil bli apekatt",bli,['skape'],False,nno
"Idiom:
Alle vil leve lenge, men ingen vil bli","Idiom:
Alle vil leve lenge, men ingen vil bli gammel.
av en gammel","gammel.
av",['gammal'],False,nno
"Idiom:
Alt lyt ha si","Idiom:
Alt lyt ha si tid - og det har",tid,['tid'],True,nno
"Idiom:
Alt stygt trivst i","Idiom:
Alt stygt trivst i det gode selskap. Det",det,['mørkret'],False,nno
"Idiom:
Altfor kvast er og til","Idiom:
Altfor kvast er og til å vera sant; det",å,['last'],False,nno
"Idiom:
Altfor romhendt står att","Idiom:
Altfor romhendt står attom døra og ventar",om,['tomhendt'],False,nno
"Idiom:
Andre tider gjev andre","Idiom:
Andre tider gjev andre ord og uttrykk. I",ord,['tankar'],False,nno
"Idiom:
Annan manns lyte er lett å","Idiom:
Annan manns lyte er lett å bøte; men eigen",bøte,['sjå'],False,nno
"Idiom:
Annan manns vilje er vond å","Idiom:
Annan manns vilje er vond å vende; det er ikkje",vende,['vite'],False,nno
"Idiom:
Auget ser aldri seg","Idiom:
Auget ser aldri seg sjølv; det ser berre",sjølv,['sjølv'],True,nno
"Idiom:
Av skade vert ein klok, men ikkje","Idiom:
Av skade vert ein klok, men ikkje rik. Det er betre",rik,['rik'],True,nno
"Idiom:
Bak skya er himmelen alltid","Idiom:
Bak skya er himmelen alltid blå. Det er ikkje",blå,['blå'],True,nno
"Idiom:
Barn gjer barns","Idiom:
Barn gjer barnslege ting når dei leik",lege,['verk'],False,nno
"Idiom:
Barn lærer snarare å tale enn å","Idiom:
Barn lærer snarare å tale enn å skrive. Det er derfor",skrive,['teie'],False,nno
"Idiom:
Barnet er far til","Idiom:
Barnet er far til mannen og mannen er far",mannen,['mannen'],True,nno
"Idiom:
Barnet har berre gråten å ta","Idiom:
Barnet har berre gråten å ta til når det er i",til,['til'],True,nno
"Idiom:
Beste fruktene heng","Idiom:
Beste fruktene heng høgt og er sjeld",høgt,['høgast'],False,nno
"Idiom:
Betre med ein fugl i handa en med ti på","Idiom:
Betre med ein fugl i handa en med ti på taket (ordtak)
",taket,['taket'],True,nno
"Idiom:
Betre med eit ærleg nei enn med eit falskt","Idiom:
Betre med eit ærleg nei enn med eit falskt ja!",ja,['ja'],True,nno
"Idiom:
Betre seint enn","Idiom:
Betre seint enn aldri, heiter det.",aldri,['aldri'],True,nno
"Idiom:
Betre ulært enn ille","Idiom:
Betre ulært enn ille lært.",lært,['lært'],True,nno
"Idiom:
Blind høne finn og eit","Idiom:
Blind høne finn og eit korn;
Idiom","korn;
Idiom",['korn'],False,nno
"Idiom:
Blod er aldri så tunt at det er tjukkare enn","Idiom:
Blod er aldri så tunt at det er tjukkare enn vatn. Det er heller",vatn,['vatn'],True,nno
"Idiom:
Brent barn skyr","Idiom:
Brent barn skyr ilden. Det er en",ilden,['elden'],False,nno
