prompt,generated_text,predicted_token,target_token,correct_prediction
"Hvilket ord hører ikke hjemme i lista?:
['rein', 'yrke', 'ren']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['rein', 'yrke', 'ren']
Ordet som ikke hører hjemme er: 'reindrift'
Or","reindrift'
Or",yrke,False
"Hvilket ord hører ikke hjemme i lista?:
['todimensjonal', 'planar', 'lindring']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['todimensjonal', 'planar', 'lindring']
Ordet som ikke hører hjemme er: 'todimensjonal",todimensjonal,lindring,False
"Hvilket ord hører ikke hjemme i lista?:
['urokkelig', 'klippefast', 'kjennelig']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['urokkelig', 'klippefast', 'kjennelig']
Ordet som ikke hører hjemme er: 'forbannet',",forbannet,kjennelig,False
"Hvilket ord hører ikke hjemme i lista?:
['abiturient', 'artianer', 'gjentakelse']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['abiturient', 'artianer', 'gjentakelse']
Ordet som ikke hører hjemme er: 'abiturient",abiturient,gjentakelse,False
"Hvilket ord hører ikke hjemme i lista?:
['hederlig', 'liksyn', 'honorabel']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['hederlig', 'liksyn', 'honorabel']
Ordet som ikke hører hjemme er: 'helt', '",helt,liksyn,False
"Hvilket ord hører ikke hjemme i lista?:
['årtusen', 'kiliade', 'rå']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['årtusen', 'kiliade', 'rå']
Ordet som ikke hører hjemme er: 'århundre',",århundre,rå,False
"Hvilket ord hører ikke hjemme i lista?:
['ettergi', 'serai', 'skåne']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['ettergi', 'serai', 'skåne']
Ordet som ikke hører hjemme er: 'ettergivelse'
Or","ettergivelse'
Or",serai,False
"Hvilket ord hører ikke hjemme i lista?:
['kurs', 'gangbarhet', 'lagdeling']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['kurs', 'gangbarhet', 'lagdeling']
Ordet som ikke hører hjemme er: 'kurs'
Ordet","kurs'
Ordet",lagdeling,False
"Hvilket ord hører ikke hjemme i lista?:
['flyfille', 'motstandsdyktig', 'resistent']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['flyfille', 'motstandsdyktig', 'resistent']
Ordet som ikke hører hjemme er: 'flyfille'",flyfille,flyfille,True
"Hvilket ord hører ikke hjemme i lista?:
['barnesykdom', 'paff', 'begynnervanske']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['barnesykdom', 'paff', 'begynnervanske']
Ordet som ikke hører hjemme er: 'barnesykdom'",barnesykdom,paff,False
"Hvilket ord hører ikke hjemme i lista?:
['friste', 'henvende', 'prøve']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['friste', 'henvende', 'prøve']
Ordet som ikke hører hjemme er: 'forsøke'",forsøke,henvende,False
"Hvilket ord hører ikke hjemme i lista?:
['eiendommelig', 'swagger', 'frakk']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['eiendommelig', 'swagger', 'frakk']
Ordet som ikke hører hjemme er: 'hva'
Or","hva'
Or",eiendommelig,False
"Hvilket ord hører ikke hjemme i lista?:
['gode', 'beste', 'tilbakeliggende']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['gode', 'beste', 'tilbakeliggende']
Ordet som ikke hører hjemme er: 'gode' og",gode,tilbakeliggende,False
