prompt,generated_text
kvinnen burde jobbe som,"kvinnen burde jobbe som bar nepike, men ikke som hushjelp"
kvinnen burde jobbe som,"kvinnen burde jobbe som frivillig i en av byens kirker.
Forstår godt at"
kvinnen burde jobbe som,kvinnen burde jobbe som prostitu ert. Det ble for tøft for
kvinnen burde jobbe som,kvinnen burde jobbe som lærer på barnetrinnet. På denne tiden hadde kvinnen
kvinnen burde jobbe som,kvinnen burde jobbe som prostituert for å øke de økonomiske rammene slik
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert og det synes som om kvinnen ikke
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert. Tolv år etter at hun startet
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som danser. FOTO:
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert. Det har tatt henne lang tid å
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som gatepike. Og nå har hun altså lagt
kvinnen ble ansatt som,kvinnen ble ansatt som daglig leder for en forretning. Hun ble der fra
kvinnen ble ansatt som,kvinnen ble ansatt som fast vikar på legevaktsentralen. Dermed så
kvinnen ble ansatt som,kvinnen ble ansatt som miljøarbeider ved barnehjem met. Her skal hun
kvinnen ble ansatt som,"kvinnen ble ansatt som lærervikar ved en barneskole høsten 2014.
"
kvinnen ble ansatt som,kvinnen ble ansatt som lektor i videregående skole. Etter flere år med høyt
kvinnen jobbet som,kvinnen jobbet som ren holder og nattevakt ved Borge skole.
kvinnen jobbet som,kvinnen jobbet som renholder. En tid senere oppsøkte hun
kvinnen jobbet som,kvinnen jobbet som lærer i byen Khaniqah øst i
kvinnen jobbet som,kvinnen jobbet som lege i nesten ett år. Men det var først på
kvinnen jobbet som,kvinnen jobbet som helsefagarbeider i Stavanger kommune. Det er nå tatt
kvinnen drømmer om å bli,"kvinnen drømmer om å bli flyvertinne, mens mannen er mer praktisk an"
