tokenized_text,lix_score
"['Men', 'det', 'varte', 'ikke', 'lenger', 'enn', 'i', 'et', 'drøyt', 'minutt', '.', 'Med', '1-8', '-', 'ledelse', 'fikk', 'de', 'beskjed', 'om', 'å', 'kjøre', 'over', 'gjestene', 'igjen', '.', 'Og', 'de', 'ga', 'seg', 'ikke', 'før', 'det', 'sto', '12-1', 'i', 'mål', 'protokollen', '.', 'Da', 'var', 'det', 'lite', 'å', 'glede', 'seg', 'over', 'for', 'de', 'mange', 'publikumeme', '.', '.', '-', 'Jeg', 'tror', 'vi', 'hadde', 'tre', 'skudd', 'på', 'mål', 'i', 'hele', 'førsteperioden', '.', 'Den', 'satt', 'ikke', 'akkurat', 'i', 'i', 'dag', '.', 'Jeg', 'tror', 'det', 'er', 'vanskelig', 'å', 'komme', 'inn', 'i', 'det', 'når', 'man', 'kommer', 'rett', 'fra', 'ferie', '.', 'Vi', 'spiller', 'bra', 'innebandy', ',', 'men', 'får', 'ikke', 'uttelling', '.', 'I', 'tillegg', 'ser', 'vi', 'at', 'vi', 'må', 'bli', 'bedre', 'defensivt', ',', 'oppsummerer', 'Wille', 'etter', 'mat', 'chen', 'i', 'Tindlundhallen', '.', 'Tapet', 'gjør', 'at', 'Stjemen', 'nå', 'lig', 'ger', 'på', 'en', 'fjerdeplass', ',', 'med', 'like', 'mange', 'poeng', 'som', 'Sparta', 'på', 'plassen', 'over', '.', 'Målforskjellen', 'er', 'imidlertid', 'betraktelig', 'dårligere', '.', 'Stjemen', 'står', 'med', '39', '-', '47', 'mot', 'Spartas', '49-17', 'i', 'målprotokollen', '.', '-', 'De', 'spilte', 'med', 'et', 'vanvittig', 'trøkk', '.', 'Ikke', 'bare', 'i', 'ut-', 'og', 'mot', 'standeren', ',', 'men']",29.084880636604773
"['Det', 'var', 'ein', 'gong', 'ein', 'kar', 'i', 'Åmli', 'som', 'var', 'så', 'flink', 'med', 'prammar', 'at', 'alle', 'ville', 'ha', 'han', 'til', 'fis', 'kar', '.', 'Men', 'prammar', 'var', 'det', 'smått', 'med', 'i', 'bygda', ',', 'og', 'karen', 'tok', 'fatt', 'på', 'seglingsferd', ',', 'han', 'rodde', 'til', 'Grimstad', 'og', 'skreiv', 'etter', 'pram', ',', 'så', 'rodde', 'han', 'til', 'Arendal', 'og', 'fekk', 'pram', 'og', 'enda', 'ein', 'til', 'pram', '.', 'Han', 'rodde', 'og', 'rodde', ',', 'og', 'då', 'tida', 'var', 'inne', 'til', 'det', ',', 'seig', 'han', 'inn', 'i', 'Homborsund', ',', 'der', 'var', 'det', 'ein', 'mann', 'med', 'pram', '.', 'fisk', ',', 'mannen', 'i', 'prammen', 'hadde', 'fiska', 'fisk', 'heilt', 'sidan', 'han', 'var', 'fem', 'år', ',', 'i', 'all', 'slags', 'ver', 'og', 'tempe', 'ratur', ',', 'men', 'han', 'hadde', 'aldri', 'vore', 'i', 'så', 'fin', 'båt', 'som', 'denne', 'frå', 'Åmli', ',', 'så', 'i', 'prammen', 'ville', 'han', '.', 'Så', 'rodde', 'rosemåla', 'Åmli', 'pram', 'mar', 'austover', '.', 'Karane', 'i', 'Hom', 'bor', 'sund', 'sat', 'i', 'prammen', 'og', 'rodde', 'mot', 'syd', '.', 'Den', 'karen', 'som', 'hadde', 'vore', 'i', 'Åmli', 'kom', 'roande']",30.8625304136253
"['Det', 'var', 'så', 'langt', 'tilbake', 'som', 'i', '1978', 'at', 'den', 'nå', '70', 'år', 'gamle', 'mannen', 'som', 'i', 'går', 'møtte', 'i', 'Karmsund', 'tingrett', ',', 'mottok', 'den', 'første', 'henvendelsen', 'fra', 'mannen', 'med', 'de', 'mange', 'navneendringene', '.', 'Det', 'ble', 'avtalt', 'et', 'møte', 'på', 'fornærmedes', 'arbeidsplass', '.', 'Det', 'ble', 'aldri', 'gjennomført', '.', 'Først', 'i', '2008', 'ble', 'vedkommende', 'politianmeldt', 'på', 'bakgrunn', 'av', 'de', 'opplysninger', 'han', 'hadde', 'gitt', '.', 'Samme', 'mann', 'har', 'fått', 'to', 'barn', 'i', 'årene', 'etter', 'anmeldelsen', ',', 'og', 'tiltalen', 'gjelder', 'både', 'farskap', 'og', 'bidragsforpliktelsene', '.', 'Et', 'hovedspørsmål', 'i', 'saken', 'er', 'om', 'det', 'foreligger', 'bigami', ',', 'eller', 'om', 'den', '70', 'år', 'gamle', 'mannen', 'har', 'vært', 'samboende', 'med', 'en', 'annen', 'med', 'barn', 'fra', 'tidligere', 'forhold', 'som', 'det', 'ikke', 'er', 'betalt', 'bidrag', 'for', '.', 'Mannen', 'selv', 'hevder', 'at', 'han', 'ikke', 'har', 'hatt', 'samboer', 'med', 'barn', '.', 'I', 'retten', 'kom', 'det', 'fram', 'at', 'han', 'også', 'har', 'hatt', 'forhold', 'til', 'mindreårige', 'jenter', ',', 'fra', 'sju', 'år', 'og', 'oppover', '.', 'Alle', 'forholdene', 'var', 'forhold', 'som', 'ikke', 'var', 'anmeldt', '.', 'Han', 'erkjenner', 'at', 'han', 'har', 'gjort', 'en', 'del', 'dumt', ',', 'men', 'nekter', 'straffskyld', ',', 'og', 'han', 'benekter', 'farskapet', '.', 'Det', 'er', 'satt', 'av', 'tre', 'dager', 'til']",36.545398773006134
"['Ja', 'det', 'var', 'vel', 'det', 'første', 'du', 'tenkte', 'da', 'vi', 'ringte', 'deg', '.', 'Vi', 'skulle', 'gjerne', 'ha', 'ønsket', 'du', 'slapp', 'å', 'bli', 'med', 'i', 'dag', ',', 'men', 'vi', 'velger', 'å', 'være', 'optimis', 'tiske', '.', 'at', 'det', 'er', 'vanskelig', 'å', 'velge', 'bort', 'et', 'slikt', 'verv', '.', 'Jeg', 'syns', 'vi', 'har', 'hatt', 'så', 'mange', 'gode', 'og', 'dyktige', 'damer', 'på', 'topp', 'i', 'partiet', '.', 'Jeg', 'hadde', 'i', 'hvert', 'fall', 'ikke', 'sagt', 'nei', 'til', 'topplassen', 'i', 'en', 'hver', 'sammenheng', ',', 'hadde', 'jeg', 'fått', 'tilbudet', '.', 'I', 'en', 'nominasjonsprosess', 'er', 'det', 'mange', 'hensyn', 'å', 'ta', 'slik', 'at', 'vi', 'får', 'en', 'liste', 'som', 'representerer', 'alle', 'deler', 'av', 'kommunen', 'vår', '.', 'mange', 'som', 'har', 'sagt', 'at', 'de', 'vil', 'være', 'med', 'i', 'partiet', '.', 'Vi', 'har', 'mye', 'bra', 'folk', 'i', 'vårt', 'parti', ',', 'både', 'fra', 'bygda', ',', 'fra', 'tettstedene', 'og', 'sentrumsom', 'rådene', '.', 'Vi', 'startet', 'opp', 'prosessen', 'i', 'januar', 'i', 'fjor', ',', 'med', 'en', 'gjennomgang', 'av', 'hvilke', 'kvinner', 'som', 'skulle', 'priorite', 'res', 'for', 'å', 'komme', 'høyest', 'mulig', 'på', 'lista', '.', 'Som', 'den', 'aktive', 'personen', 'du', 'er', 'har', 'du', 'sikkert', 'hatt', 'ditt', 'syn', 'på', 'hvem', 'som', 'burde', 'få', 'plass', ',', 'men', 'det', 'har', 'vi', 'som', 'partigruppe', 'vært', 'enig', 'i', '.', 'er', 'det', 'bra', 'at', 'du']",29.5
"['Ja', 'det', 'er', 'jeg', 'igrunnen', 'ikke', 'i', 'tvil', 'om', '.', 'Jeg', 'tror', 'jeg', 'skal', 'få', 'anledning', 'til', 'å', 'oppleve', 'store', 'ting', 'en', 'masse', '.', 'Det', 'er', 'en', 'masse', 'arbeid', 'som', 'ligger', 'å', 'venter', 'på', 'meg', 'hjemme', 'i', 'Bergen', '.', 'For', 'å', 'illustrere', 'dette', 'sa', 'hun', 'at', 'arbeidet', 'med', 'å', 'reise', 'huset', 'har', 'vært', 'et', 'slit', 'som', 'hun', 'knapt', 'har', 'hatt', 'maken', 'til', '.', 'Hun', 'har', 'dessuten', 'syslet', 'med', 'å', 'etablere', 'pensjonat', 'og', 'har', 'hatt', 'arbeid', 'som', 'stue', 'pike', 'i', 'sommertiden', 'ved', 'siden', 'av', 'at', 'hun', 'har', 'fått', 'tid', 'til', 'å', 'besøke', 'foreldre', 'og', 'andre', 'slektninger', 'som', 'lever', 'oppe', 'på', 'landet', '.', 'Hvem', 'jeg', 'synes', 'mest', 'synd', 'på', ',', 'min', 'far', 'eller', 'min', 'mor', ',', 'jeg', 'må', 'jo', 'si', 'at', 'det', 'er', 'mest', 'synd', 'på', 'dem', ',', 'jeg', 'tenker', 'mest', 'på', 'dem', '.', 'Men', 'jeg', 'er', 'jo', 'svært', 'glad', 'i', 'dem', 'begge', 'to.', 'Så', 'mange', 'ganger', 'når', 'mine', 'foreldre', 'hadde', 'det', 'vondt', 'har', 'de', 'sagt', 'til', 'meg', ':', 'Du', 'må', 'reise', 'hjem', 'igjen', 'med', 'engang', ',', 'for', 'mor', 'er', 'for', 'syk', 'til', 'å', 'greie', 'seg', '.', 'Og', 'jeg', 'er', 'svært', 'glad', 'for', 'at', 'jeg', 'kom', 'meg', 'avsted', '.']",28.732142857142858
"['Så', 'var', 'det', 'den', 'store', 'finalen', 'igjen', '!', 'Som', 'vanlig', 'når', 'det', 'er', 'snakk', 'om', 'Grand', 'Prix', ',', 'så', 'er', 'det', 'store', 'endringer', 'fra', 'en', 'versjon', 'til', 'en', 'annen', '.', 'drømmer', 'om', 'en', 'gang', 'å', 'få', 'være', 'med', 'i', 'den', 'store', 'Grand', 'Prix', 'finalen', ',', 'i', 'motsetning', 'til', 'våre', 'andre', 'venner', 'som', 'har', 'sett', 'den', 'bli', 'arrangert', 'i', 'mange', 'år', 'alle', 'rede', '.', 'I', 'år', 'er', 'det', 'tiende', 'gang', 'på', 'rad', 'at', 'GP', 'Junior', 'er', 'med', 'i', 'den', 'store', 'galskapen', '.', 'dessverre', 'må', 'det', 'være', 'slik', '.', 'Norge', 'har', 'nemlig', 'blitt', 'en', 'del', 'av', 'dette', 'sirkuset', 'de', 'siste', 'årene', '.', 'Vi', 'er', 'bare', 'med', ',', 'ikke', 'av', 'de', 'store', '.', 'Vi', 'har', 'aldri', 'vunnet', ',', 'men', 'har', 'fått', 'mye', 'hederlig', 'omtale', '.', 'Den', 'ble', 'også', 'vist', 'på', 'TV', 'i', 'fjor', 'vår', 'og', 'ble', 'i', 'det', 'store', 'og', 'det', 'hele', 'svært', 'positivt', 'mottatt', '.', 'dingene', 'om', 'programmet', ',', 'som', 'det', 'pleier', 'å', 'være', '.', 'Det', 'var', 'på', 'forhand', 'en', 'viss', 'frykt', 'for', 'alt', 'det', 'nye', 'som', 'kommer', 'inn', '.', 'Men', 'de', 'unge', 'var', 'positive', '.', 'De', 'likte', 'også', 'denne', 'versjonen', ',', 'som', 'inneholdt', 'mer', 'humor', ',', 'sang', 'og', 'show', '.']",24.242603550295858
"['Det', 'var', 'som', 'for', 'mange', 'andre', '-', 'i', 'disse', 'tider', '-', 'en', 'meget', 'spesiell', 'opplevelse', 'å', 'sette', 'på', 'lyset', 'på', 'scenen', 'for', 'første', 'gang', 'til', 'et', 'teaterstykke', 'i', 'en', 'teatersal', 'søndag', 'formiddag', '.', '–', 'Å', 'være', 'med', 'her', 'er', 'viktig', 'og', 'stort', 'for', 'alle', 'oss', 'som', 'har', 'vært', 'med.', 'I', 'hvert', 'fall', 'for', 'meg', ',', 'det', 'har', 'vært', 'helt', 'avgjørende', 'for', 'at', 'vi', 'skulle', 'komme', 'så', 'langt', ',', 'sa', 'Vilde', 'Zeiner', ',', 'som', 'var', 'tilbake', 'i', 'Oslo', 'for', 'å', 'ha', 'sin', 'skuespillerdebut', 'etter', 'at', 'koronanedstegningen', 'av', 'samfunnet', 'var', 'et', 'faktum', 'og', 'som', 'vi', 'husker', 'var', 'hun', 'også', 'med', 'i', 'Netflix-serien', '«', 'Valheim', '»', '.', '–', 'Nå', 'kommer', 'hverdagen', 'tilbake', ',', 'sa', 'skuespilleren', ',', 'men', 'hun', 'kom', 'også', 'med', 'trøst', 'til', 'oss', 'alle', ':', '–', 'Dere', 'skal', 'ikke', 'ha', 'angst', 'for', 'fremtiden', ',', 'bare', 'stå', 'sammen', 'i', 'dette', ',', 'og', 'så', 'skal', 'vi', 'være', 'her', 'for', 'hverandre', 'og', 'finne', 'ut', 'hvordan', 'vi', 'skal', 'løse', 'det', '-', 'vi', 'får', 'mer', 'informasjon', ',', 'og', 'om', 'det', 'er', 'noe', 'vi', 'lurer', 'på', 'kan', 'vi', 'finne', 'de', 'svarene', 'her', 'i', 'salen', '.', '–', 'Vi', 'er', 'i', 'trygge', 'hender', 'her', ',', 'sa', 'Vilde', 'Zeiner', 'i', 'sin', 'takketale', 'og', 'tok', 'et', 'lite', 'oppgjør']",65.32489451476793
"['Det', 'er', 'ikkje', 'vanskeleg', 'å', 'oppdage', 'hjorten', 'om', 'du', 'er', 'på', 'riktig', 'stad', 'for', 'å', 'sjå', 'han', '.', 'Eit', 'hjortetråkk', 'kan', 'ein', 'ofte', 'sjå', ',', 'og', 'så', 'er', 'det', 'desse', 'tydeli', 'ge', 'spora', ',', 'spor', 'som', 'kanskje', 'ikkje', 'alle', 'er', 'klar', 'over', '.', 'Det', 'er', 'lett', 'å', 'sjå', 'sporet', 'etter', 'ein', 'hjort', 'når', 'du', 'går', 'i', 'naturen', ',', 'og', 'det', 'er', 'lett', 'å', 'sjå', 'dei', 'tydelegare', 'der', 'det', 'er', 'brøyteskavlar', ',', 'som', 'her', 'på', 'Hakallevær', '.', 'er', 'vanskeleg', 'å', 'finne', 'plassar', 'der', 'ein', 'kan', 'sjå', 'dei', 'som', 'ikkje', 'er', 'så', 'synlege', '.', 'For', 'at', 'han', 'skal', 'ha', 'det', 'godt', 'er', 'han', 'nøydd', 'til', 'å', 'krysse', 'vegar', 'for', 'å', 'finne', 'mat', '.', 'Den', 'største', 'utfordringa', 'hans', 'er', 'å', 'unngå', 'å', 'verte', 'påkøyrd', '.', 'Det', 'er', 'det', 'vi', 'kallar', 'møte', 'med', 'hjort', 'i', 'tra', 'fikken', '.', 'Når', 'ein', 'veit', 'at', 'det', 'er', 'ein', 'stor', 'ri', 'siko', 'for', 'å', 'verte', 'påkøyrd', 'av', 'hjort', ',', 'og', 'det', 'er', 'mange', 'påkøyrsler', 'i', 'løpet', 'av', 'året', ',', 'så', 'bør', 'ein', 'sjå', 'godt', 'etter', 'at', 'ein', 'kø']",29.766550522648085
"['Kor', 'mange', 'prosent', 'er', 'den', 'nye', 'ordføraren', 'vår', 'mann', 'for', 'å', 'få', 'gjennomslag', '?', 'Me', 'trur', 'mange', 'er', 'spente', 'på', 'det', '-', 'me', 'har', 'høyrd', 'mykje', 'positivt', 'gjennom', 'valkampen', 'i', 'Tysvær', '.', 'Omdømebygging', 'er', 'ei', 'utfor', 'dring', ',', 'noko', 'kommunen', 'er', 'med', 'på', 'å', 'skape', '.', 'Det', 'skal', 'vere', 'kjekt', 'å', 'kome', 'til', 'Tysvær', '.', 'Det', 'skal', 'vere', 'godt', 'og', 'trygt', 'å', 'leve', 'her', '.', 'Det', 'er', 'ein', 'krevjande', 'jobb', ',', 'men', 'ein', 'god', 'jobb', '.', 'Politiske', 'vedtak', 'skjer', 'på', 'grunnlag', 'av', 'eit', 'godt', 'og', 'samlande', 'omdømearbeid', 'i', 'Tysvær', ',', 'med', 'god', 'hjelp', 'frå', 'alle', 'innbyggarane', 'våre', '.', 'er', 'så', 'mykje', 'å', 'rope', 'om', 'i', 'Tysvær', 'så', 'her', 'får', 'alle', 'vere', 'med.', 'Det', 'er', 'eit', 'godt', 'signal', 'å', 'sende', 'ut', 'til', 'andre', '.', 'Det', 'er', 'det', 'me', 'er', 'mest', 'opptekne', 'av', 'denne', 'perioden', '.', 'som', 'politikarar', '.', 'gjennomslag', 'for', 'sakene', 'sine', '.', 'Men', 'det', 'er', 'ein', 'god', 'tone', 'i', 'kom', 'munestyret', '.', 'I', 'denne', 'perioden', 'vil', 'det', 'garantert', 'bli', 'både', 'fleir', 'tankar', 'og', 'framlegg', 'frå', 'ulike', 'politiske', 'grupperingar', 'i', 'kom', 'munestyret', 'og', 'det', 'er', 'ein', 'demo']",25.30392156862745
"['Det', 'er', 'veldig', 'fint', 'når', 'vi', 'tar', 'vare', 'på', 'det', 'gamle', ',', 'og', 'bruker', 'det', 'opp', 'igjen', 'og', 'setter', 'det', 'i', 'stand', ',', 'synes', 'jeg', '.', 'GOD', 'BUTIKK', '.', 'Den', 'gamle', 'bygningen', ',', 'som', 'tidligere', 'bar', 'navnet', 'Lysthu', 'set', 'etter', 'en', 'som', 'drev', 'butik', 'ken', 'der', ',', 'har', 'de', 'siste', 'dagene', 'blitt', 'malt', ',', 'taket', 'er', 'reparert', ',', 'og', 'det', 'er', 'gjort', 'andre', 'min', 'dre', 'utbedringer', '.', 'Stabburet', 'er', 'satt', 'opp', 'på', 'ny', '.', '.', '-', 'Det', 'vi', 'håper', 'med', 'alt', 'det', 'te', ',', 'er', 'jo', 'at', 'det', 'skal', 'bh', 'en', 'at', 'traksjon', '.', 'At', 'folk', 'stikker', 'inn', 'om', 'for', 'å', 'se', 'hvordan', 'det', 'ser', 'ut', 'her', ',', 'sier', 'de', 'tre', '.', 'Og', 'de', 'kan', 'fortelle', 'om', 'svært', 'hyggelig', 'respons', 'på', 'de', 'tidligere', 'arrangemente', 'ne', '.', 'Bygdekvinnelaget', 'har', 'al', 'lerede', 'startet', 'med', 'baking', 'på', 'den', 'gamle', 'måten', ',', 'og', 'an', 'dre', 'har', 'også', 'tatt', 'kontakt', '.', '-', 'Det', 'er', 'allerede', 'flere', 'som', 'har', 'uttrykt', 'ønske', 'om', 'å', 'få', 'komme', 'hit', 'å', 'se', 'hvordan', 'vi', 'driver', 'og', 'baker', '.', 'har', 'vært', 'her', 'og', 'sett', ',', 'sier', 'Marit', 'Holte', '.', '-', 'Kanskje', 'kunne', 'vi', 'ha', 'ar', 'rangementer', 'hvor', 'vi', 'kan']",27.758064516129032
