prompt,generated_text,predicted_token,target_token,correct_prediction
"Hvilket ord hører ikke hjemme i lista?:
['rein', 'yrke', 'ren']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['rein', 'yrke', 'ren']
Ordet som ikke hører hjemme er: yrke
Hvilket","yrke
Hvilket",yrke,False
"Hvilket ord hører ikke hjemme i lista?:
['todimensjonal', 'planar', 'lindring']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['todimensjonal', 'planar', 'lindring']
Ordet som ikke hører hjemme er: 'planar'.
",planar,lindring,False
"Hvilket ord hører ikke hjemme i lista?:
['urokkelig', 'klippefast', 'kjennelig']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['urokkelig', 'klippefast', 'kjennelig']
Ordet som ikke hører hjemme er: 'kjennelig'",kjennelig,kjennelig,True
"Hvilket ord hører ikke hjemme i lista?:
['abiturient', 'artianer', 'gjentakelse']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['abiturient', 'artianer', 'gjentakelse']
Ordet som ikke hører hjemme er: 'artianer'",artianer,gjentakelse,False
"Hvilket ord hører ikke hjemme i lista?:
['hederlig', 'liksyn', 'honorabel']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['hederlig', 'liksyn', 'honorabel']
Ordet som ikke hører hjemme er: liksyn
Hvil","liksyn
Hvil",liksyn,False
"Hvilket ord hører ikke hjemme i lista?:
['årtusen', 'kiliade', 'rå']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['årtusen', 'kiliade', 'rå']
Ordet som ikke hører hjemme er: 'kiliade'",kiliade,rå,False
"Hvilket ord hører ikke hjemme i lista?:
['ettergi', 'serai', 'skåne']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['ettergi', 'serai', 'skåne']
Ordet som ikke hører hjemme er: serai
Hvilket","serai
Hvilket",serai,False
"Hvilket ord hører ikke hjemme i lista?:
['kurs', 'gangbarhet', 'lagdeling']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['kurs', 'gangbarhet', 'lagdeling']
Ordet som ikke hører hjemme er: 'gangbarhet'",gangbarhet,lagdeling,False
"Hvilket ord hører ikke hjemme i lista?:
['flyfille', 'motstandsdyktig', 'resistent']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['flyfille', 'motstandsdyktig', 'resistent']
Ordet som ikke hører hjemme er: 'flyfille'",flyfille,flyfille,True
"Hvilket ord hører ikke hjemme i lista?:
['barnesykdom', 'paff', 'begynnervanske']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['barnesykdom', 'paff', 'begynnervanske']
Ordet som ikke hører hjemme er: barnesykdom
Hvilket","barnesykdom
Hvilket",paff,False
"Hvilket ord hører ikke hjemme i lista?:
['friste', 'henvende', 'prøve']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['friste', 'henvende', 'prøve']
Ordet som ikke hører hjemme er: henvende
friste","henvende
friste",henvende,False
"Hvilket ord hører ikke hjemme i lista?:
['eiendommelig', 'swagger', 'frakk']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['eiendommelig', 'swagger', 'frakk']
Ordet som ikke hører hjemme er: 'eiendommelig'",eiendommelig,eiendommelig,True
"Hvilket ord hører ikke hjemme i lista?:
['gode', 'beste', 'tilbakeliggende']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['gode', 'beste', 'tilbakeliggende']
Ordet som ikke hører hjemme er: tilbakeliggende
H","tilbakeliggende
H",tilbakeliggende,False
"Hvilket ord hører ikke hjemme i lista?:
['begravelse', 'akrofobi', 'bisettelse']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['begravelse', 'akrofobi', 'bisettelse']
Ordet som ikke hører hjemme er: 'akrofobi",akrofobi,akrofobi,True
"Hvilket ord hører ikke hjemme i lista?:
['banalitet', 'alminnelighet', 'ballade']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['banalitet', 'alminnelighet', 'ballade']
Ordet som ikke hører hjemme er: ballade
 Hvilket","ballade
",ballade,False
"Hvilket ord hører ikke hjemme i lista?:
['post', 'komplisert', 'grundig']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['post', 'komplisert', 'grundig']
Ordet som ikke hører hjemme er: 'post'",post,post,True
"Hvilket ord hører ikke hjemme i lista?:
['evne', 'finne', 'kapasitet']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['evne', 'finne', 'kapasitet']
Ordet som ikke hører hjemme er: evne
Hvilket ord","evne
Hvilket",finne,False
"Hvilket ord hører ikke hjemme i lista?:
['skråplan', 'betale', 'bestride']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['skråplan', 'betale', 'bestride']
Ordet som ikke hører hjemme er: 'skråplan'",skråplan,skråplan,True
"Hvilket ord hører ikke hjemme i lista?:
['forgjenger', 'formann', 'ublu']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['forgjenger', 'formann', 'ublu']
Ordet som ikke hører hjemme er: 'ublu'
H","ublu'
H",ublu,False
"Hvilket ord hører ikke hjemme i lista?:
['skrap', 'hvilested', 'brom']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['skrap', 'hvilested', 'brom']
Ordet som ikke hører hjemme er: brom
Hvilket","brom
Hvilket",hvilested,False
"Hvilket ord hører ikke hjemme i lista?:
['person', 'begrave', 'hauglegge']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['person', 'begrave', 'hauglegge']
Ordet som ikke hører hjemme er: 'begrave'",begrave,person,False
"Hvilket ord hører ikke hjemme i lista?:
['kvinnelege', 'form', 'gynekolog']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['kvinnelege', 'form', 'gynekolog']
Ordet som ikke hører hjemme er: 'gynekolog'",gynekolog,form,False
"Hvilket ord hører ikke hjemme i lista?:
['spredning', 'atspredelse', 'loggia']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['spredning', 'atspredelse', 'loggia']
Ordet som ikke hører hjemme er: 'loggia'",loggia,loggia,True
"Hvilket ord hører ikke hjemme i lista?:
['ribord', 'planke', 'spenne']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['ribord', 'planke', 'spenne']
Ordet som ikke hører hjemme er: 'ribord'",ribord,spenne,False
"Hvilket ord hører ikke hjemme i lista?:
['entremés', 'undersøke', 'mellomspill']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['entremés', 'undersøke', 'mellomspill']
Ordet som ikke hører hjemme er: 'undersøke'",undersøke,undersøke,True
"Hvilket ord hører ikke hjemme i lista?:
['resymé', 'bokmann', 'uttog']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['resymé', 'bokmann', 'uttog']
Ordet som ikke hører hjemme er: 'resymé'",resymé,bokmann,False
"Hvilket ord hører ikke hjemme i lista?:
['gjensidig', 'søl', 'griseri']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['gjensidig', 'søl', 'griseri']
Ordet som ikke hører hjemme er: søl
 ForrigeN","søl
",gjensidig,False
"Hvilket ord hører ikke hjemme i lista?:
['stri', 'meningsforskjell', 'blodhevn']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['stri', 'meningsforskjell', 'blodhevn']
Ordet som ikke hører hjemme er: 'meningsforskjell",meningsforskjell,blodhevn,False
"Hvilket ord hører ikke hjemme i lista?:
['gå', 'trabelere', 'kompaktere']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['gå', 'trabelere', 'kompaktere']
Ordet som ikke hører hjemme er: 'trabelere'",trabelere,kompaktere,False
"Hvilket ord hører ikke hjemme i lista?:
['omkastning', 'omlegging', 'formgiving']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['omkastning', 'omlegging', 'formgiving']
Ordet som ikke hører hjemme er: omkastning
Hvil","omkastning
Hvil",formgiving,False
"Hvilket ord hører ikke hjemme i lista?:
['ramme', 'fare', 'løpe']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['ramme', 'fare', 'løpe']
Ordet som ikke hører hjemme er: fare
Hvilket ord","fare
Hvilket",ramme,False
"Hvilket ord hører ikke hjemme i lista?:
['sted', 'fugl', 'pippip']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['sted', 'fugl', 'pippip']
Ordet som ikke hører hjemme er: sted
Hvilket ord","sted
Hvilket",sted,False
"Hvilket ord hører ikke hjemme i lista?:
['dupere', 'forherlige', 'transfigurere']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['dupere', 'forherlige', 'transfigurere']
Ordet som ikke hører hjemme er: 'forherlige'",forherlige,dupere,False
"Hvilket ord hører ikke hjemme i lista?:
['entablement', 'sunnhetstilstand', 'helbred']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['entablement', 'sunnhetstilstand', 'helbred']
Ordet som ikke hører hjemme er: 'sunnhetstil",sunnhetstil,entablement,False
"Hvilket ord hører ikke hjemme i lista?:
['mutilere', 'lemleste', 'oppholdssted']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['mutilere', 'lemleste', 'oppholdssted']
Ordet som ikke hører hjemme er: 'mutilere'",mutilere,oppholdssted,False
"Hvilket ord hører ikke hjemme i lista?:
['munnfull', 'antydning', 'fingerpek']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['munnfull', 'antydning', 'fingerpek']
Ordet som ikke hører hjemme er: fingerpek
Hvil","fingerpek
Hvil",munnfull,False
"Hvilket ord hører ikke hjemme i lista?:
['elskhug', 'makkerskap', 'kjærlighet']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['elskhug', 'makkerskap', 'kjærlighet']
Ordet som ikke hører hjemme er: 'makkerskap'",makkerskap,makkerskap,True
"Hvilket ord hører ikke hjemme i lista?:
['teig', 'spalte', 'blendet']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['teig', 'spalte', 'blendet']
Ordet som ikke hører hjemme er: 'blendet'",blendet,blendet,True
"Hvilket ord hører ikke hjemme i lista?:
['formaning', 'nag', 'advarsel']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['formaning', 'nag', 'advarsel']
Ordet som ikke hører hjemme er: nag
Hvilket ord","nag
Hvilket",nag,False
"Hvilket ord hører ikke hjemme i lista?:
['gromgutt', 'reke', 'flyte']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['gromgutt', 'reke', 'flyte']
Ordet som ikke hører hjemme er: 'reke'",reke,gromgutt,False
"Hvilket ord hører ikke hjemme i lista?:
['luftputebåt', 'svevebåt', 'disiplin']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['luftputebåt', 'svevebåt', 'disiplin']
Ordet som ikke hører hjemme er: 'disiplin'",disiplin,disiplin,True
"Hvilket ord hører ikke hjemme i lista?:
['her', 'bortom', 'vannmåling']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['her', 'bortom', 'vannmåling']
Ordet som ikke hører hjemme er: bortom
Hvilket","bortom
Hvilket",vannmåling,False
"Hvilket ord hører ikke hjemme i lista?:
['vorteks', 'eksploatere', 'flå']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['vorteks', 'eksploatere', 'flå']
Ordet som ikke hører hjemme er: 'vorteks'",vorteks,vorteks,True
"Hvilket ord hører ikke hjemme i lista?:
['prutningsmonn', 'knark', 'gubbe']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['prutningsmonn', 'knark', 'gubbe']
Ordet som ikke hører hjemme er: knark. Det er",knark,prutningsmonn,False
"Hvilket ord hører ikke hjemme i lista?:
['voll', 'stille', 'barriere']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['voll', 'stille', 'barriere']
Ordet som ikke hører hjemme er: barriere
Hvilket","barriere
Hvilket",stille,False
"Hvilket ord hører ikke hjemme i lista?:
['kvitter', 'oppblåsing', 'trille']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['kvitter', 'oppblåsing', 'trille']
Ordet som ikke hører hjemme er: 'oppblåsing'",oppblåsing,oppblåsing,True
"Hvilket ord hører ikke hjemme i lista?:
['skadefryd', 'malise', 'kartell']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['skadefryd', 'malise', 'kartell']
Ordet som ikke hører hjemme er: 'malise'",malise,kartell,False
"Hvilket ord hører ikke hjemme i lista?:
['helgenkalender', 'gjøgler', 'menologium']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['helgenkalender', 'gjøgler', 'menologium']
Ordet som ikke hører hjemme er: 'menologium'",menologium,gjøgler,False
"Hvilket ord hører ikke hjemme i lista?:
['varamann', 'stedfortreder', 'stemmegiving']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['varamann', 'stedfortreder', 'stemmegiving']
Ordet som ikke hører hjemme er: 'stedfortreder'",stedfortreder,stemmegiving,False
"Hvilket ord hører ikke hjemme i lista?:
['avståelse', 'påvisning', 'bevis']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['avståelse', 'påvisning', 'bevis']
Ordet som ikke hører hjemme er: bevis
 Svar
R","bevis
",avståelse,False
"Hvilket ord hører ikke hjemme i lista?:
['marketenteri', 'petre', 'firdele']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['marketenteri', 'petre', 'firdele']
Ordet som ikke hører hjemme er: petre
[petre","petre
[petre",marketenteri,False
"Hvilket ord hører ikke hjemme i lista?:
['nærværende', 'nøkkelperson', 'resursperson']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['nærværende', 'nøkkelperson', 'resursperson']
Ordet som ikke hører hjemme er: 'nøkkelperson'",nøkkelperson,nærværende,False
"Hvilket ord hører ikke hjemme i lista?:
['fraliste', 'overføre', 'avlokke']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['fraliste', 'overføre', 'avlokke']
Ordet som ikke hører hjemme er: avlokke
'","avlokke
",overføre,False
"Hvilket ord hører ikke hjemme i lista?:
['energisk', 'kraftig', 'mens']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['energisk', 'kraftig', 'mens']
Ordet som ikke hører hjemme er: 'mens'
Hva er","mens'
Hva",mens,False
"Hvilket ord hører ikke hjemme i lista?:
['spjåkeri', 'flåset', 'jål']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['spjåkeri', 'flåset', 'jål']
Ordet som ikke hører hjemme er: 'spjåkeri",spjåkeri,flåset,False
"Hvilket ord hører ikke hjemme i lista?:
['småkoke', 'overføre', 'gjengi']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['småkoke', 'overføre', 'gjengi']
Ordet som ikke hører hjemme er: gjengi
[Vis/","gjengi
[Vis",småkoke,False
"Hvilket ord hører ikke hjemme i lista?:
['rett', 'likevel', 'dog']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['rett', 'likevel', 'dog']
Ordet som ikke hører hjemme er: dog. Det er et",dog,rett,False
"Hvilket ord hører ikke hjemme i lista?:
['fleksjon', 'skilnad', 'forskjell']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['fleksjon', 'skilnad', 'forskjell']
Ordet som ikke hører hjemme er: 'forskjell'",forskjell,fleksjon,False
"Hvilket ord hører ikke hjemme i lista?:
['sutte', 'kunstnerisk', 'artistisk']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['sutte', 'kunstnerisk', 'artistisk']
Ordet som ikke hører hjemme er: 'suttisk'",suttisk,sutte,False
"Hvilket ord hører ikke hjemme i lista?:
['pirrende', 'stramme', 'krydre']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['pirrende', 'stramme', 'krydre']
Ordet som ikke hører hjemme er: 'stramme'",stramme,stramme,True
"Hvilket ord hører ikke hjemme i lista?:
['tilbakeslag', 'reaksjon', 'ømfintlig']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['tilbakeslag', 'reaksjon', 'ømfintlig']
Ordet som ikke hører hjemme er: 'tilbakeslag",tilbakeslag,ømfintlig,False
"Hvilket ord hører ikke hjemme i lista?:
['uskyldig', 'baignoire', 'badekar']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['uskyldig', 'baignoire', 'badekar']
Ordet som ikke hører hjemme er: 'badekar'",badekar,uskyldig,False
"Hvilket ord hører ikke hjemme i lista?:
['romanse', 'forringe', 'kjærlighetshistorie']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['romanse', 'forringe', 'kjærlighetshistorie']
Ordet som ikke hører hjemme er: 'forringe'",forringe,forringe,True
"Hvilket ord hører ikke hjemme i lista?:
['humanitet', 'topp', 'utkant']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['humanitet', 'topp', 'utkant']
Ordet som ikke hører hjemme er: 'humanitet'",humanitet,humanitet,True
"Hvilket ord hører ikke hjemme i lista?:
['affeksjon', 'utstykke', 'lidelse']
Ordet som ikke hører hjemme er:","Hvilket ord hører ikke hjemme i lista?:
['affeksjon', 'utstykke', 'lidelse']
Ordet som ikke hører hjemme er: 'utstykke'
H","utstykke'
H",utstykke,False
