prompt,generated_text,predicted_token,accepted_predictions,correct_prediction,language
"Idiom:
Alderdommen er ikkje ungdommen","Idiom:
Alderdommen er ikkje ungdommen - den er verken fugl",,['lik'],False,nno
"Idiom:
Alle gode ting er","Idiom:
Alle gode ting er tre - for så mange",tre,['tre'],True,nno
"Idiom:
Alle har bra døtrer, men ingen får bra","Idiom:
Alle har bra døtrer, men ingen får bra sønner!
En ung","sønner!
En",['sonekone'],False,nno
"Idiom:
Alle manns venn er alle manns","Idiom:
Alle manns venn er alle manns narr; man bør",narr,['narr'],True,nno
"Idiom:
Alle sko kan ikkje lagast over ein","Idiom:
Alle sko kan ikkje lagast over ein leist. Men kvart ein",leist,['lest'],False,nno
"Idiom:
Alle svin er svarte i","Idiom:
Alle svin er svarte i Kina.
sviner til","Kina.
sviner",['mørkret'],False,nno
"Idiom:
Alle vegar fører til","Idiom:
Alle vegar fører til Rom! Det same gjer",Rom,['Rom'],True,nno
"Idiom:
Alle vil ape og ingen vil","Idiom:
Alle vil ape og ingen vil bli ape. Og vi",bli,['skape'],False,nno
"Idiom:
Alle vil leve lenge, men ingen vil bli","Idiom:
Alle vil leve lenge, men ingen vil bli gammel!
Over hele verden","gammel!
Over",['gammal'],False,nno
"Idiom:
Alt lyt ha si","Idiom:
Alt lyt ha si tid — tid som kjem",tid,['tid'],True,nno
"Idiom:
Alt stygt trivst i","Idiom:
Alt stygt trivst i dei store byar. Og",dei,['mørkret'],False,nno
"Idiom:
Altfor kvast er og til","Idiom:
Altfor kvast er og tilvisingar til sider og",visingar,['last'],False,nno
"Idiom:
Altfor romhendt står att","Idiom:
Altfor romhendt står att: i eit uop",,['tomhendt'],False,nno
"Idiom:
Andre tider gjev andre","Idiom:
Andre tider gjev andre svar:",svar,['tankar'],False,nno
"Idiom:
Annan manns lyte er lett å","Idiom:
Annan manns lyte er lett å rette; mi sut",rette,['sjå'],False,nno
"Idiom:
Annan manns vilje er vond å","Idiom:
Annan manns vilje er vond å vende.
Ikkje alt som","vende.
Ikkje",['vite'],False,nno
"Idiom:
Auget ser aldri seg","Idiom:
Auget ser aldri seg sjølv. Auget treng",sjølv,['sjølv'],True,nno
"Idiom:
Av skade vert ein klok, men ikkje","Idiom:
Av skade vert ein klok, men ikkje rik.
Forlovelsen varer","rik.
Forlovelsen",['rik'],False,nno
"Idiom:
Bak skya er himmelen alltid","Idiom:
Bak skya er himmelen alltid blå. Bak skyene",blå,['blå'],True,nno
"Idiom:
Barn gjer barns","Idiom:
Barn gjer barnsleg ting av vanvare",leg,['verk'],False,nno
"Idiom:
Barn lærer snarare å tale enn å","Idiom:
Barn lærer snarare å tale enn å lese, snarare å",lese,['teie'],False,nno
"Idiom:
Barnet er far til","Idiom:
Barnet er far til mannen, mor til d",mannen,['mannen'],True,nno
"Idiom:
Barnet har berre gråten å ta","Idiom:
Barnet har berre gråten å ta med når ho skal ut",med,['til'],False,nno
"Idiom:
Beste fruktene heng","Idiom:
Beste fruktene heng høgt på trea!",høgt,['høgast'],False,nno
"Idiom:
Betre med ein fugl i handa en med ti på","Idiom:
Betre med ein fugl i handa en med ti på taket...?
Dette er","taket...?
Dette",['taket'],False,nno
"Idiom:
Betre med eit ærleg nei enn med eit falskt","Idiom:
Betre med eit ærleg nei enn med eit falskt ja!
Some people believe","ja!
Some",['ja'],False,nno
"Idiom:
Betre seint enn","Idiom:
Betre seint enn aldn!
Tankene","aldn!
Tankene",['aldri'],False,nno
"Idiom:
Betre ulært enn ille","Idiom:
Betre ulært enn ille lært.
Heller ein fisk","lært.
Heller",['lært'],False,nno
"Idiom:
Blind høne finn og eit","Idiom:
Blind høne finn og eit kom *
Dei som",kom,['korn'],False,nno
"Idiom:
Blod er aldri så tunt at det er tjukkare enn","Idiom:
Blod er aldri så tunt at det er tjukkare enn vatn. Tunnare",vatn,['vatn'],True,nno
"Idiom:
Brent barn skyr","Idiom:
Brent barn skyr ilden. Eller: The",ilden,['elden'],False,nno
"Idiom:
Bønder trivst mellom bønder","Idiom:
Bønder trivst mellom bønder; dei er så få",,['best'],False,nno
"Idiom:
Dei gamle skal ein ære, dei unge skal ein","Idiom:
Dei gamle skal ein ære, dei unge skal ein lokke:
dei","lokke:
dei",['lære'],False,nno
"Idiom:
Dei vil alle følgje den store","Idiom:
Dei vil alle følgje den store vegen. Igjen går",vegen,['straumen'],False,nno
"Idiom:
Dei vise kan og fare","Idiom:
Dei vise kan og fare vill. Det skjedde i",vill,['vill'],True,nno
"Idiom:
Den eine løgna dreg den andre etter","Idiom:
Den eine løgna dreg den andre etter seg. I ei anna tid.",seg,['seg'],True,nno
"Idiom:
Den eine ramnen vil den andre skal vere like","Idiom:
Den eine ramnen vil den andre skal vere like stor.
Den eine lil","stor.
Den",['svart'],False,nno
"Idiom:
Den eine sin død er den andre sitt","Idiom:
Den eine sin død er den andre sitt brød og det er berre",brød,['brød'],True,nno
"Idiom:
Den eine ulukka dreg den andre etter","Idiom:
Den eine ulukka dreg den andre etter seg. I mars vart det",seg,['seg'],True,nno
"Idiom:
Den einøygde kallen er konge blant dei","Idiom:
Den einøygde kallen er konge blant dei gamle. Han sit på",gamle,['blinde'],False,nno
"Idiom:
Den er mykje verd som vert","Idiom:
Den er mykje verd som vert mykje brukt, og som",mykje,['baktala'],False,nno
"Idiom:
Den er sjølv vond, som trur at alle er","Idiom:
Den er sjølv vond, som trur at alle er like vonde. Dei som",like,['vonde'],False,nno
"Idiom:
Den gryta som kokar før seks, kokar også før","Idiom:
Den gryta som kokar før seks, kokar også før sju.
Predikament","sju.
Predikament",['sju'],False,nno
"Idiom:
Den handa som er for rom, vil snart vere","Idiom:
Den handa som er for rom, vil snart vere for liten til å kunne",for,['tom'],False,nno
"Idiom:
Den skal tidleg krøkjast som god krok skal","Idiom:
Den skal tidleg krøkjast som god krok skal bli! Kua har",bli,['bli'],True,nno
"Idiom:
Den som byrjar for hardt, sluttar for","Idiom:
Den som byrjar for hardt, sluttar for tidleg.
Kvalitet er noko","tidleg.
Kvalitet",['snart'],False,nno
"Idiom:
Den som er utru i smått, er og utru i","Idiom:
Den som er utru i smått, er og utru i stort, og den som er",stort,['stort'],True,nno
"Idiom:
Den som gjer mest, får minste","Idiom:
Den som gjer mest, får minste straff!
It is not","straff!
It",['takka'],False,nno
"Idiom:
Den som gjer narr av andre, er sjølv største","Idiom:
Den som gjer narr av andre, er sjølv største nidingen. Eg veit",nidingen,['narren'],False,nno
"Idiom:
Den som går ubeden til, går utakka","Idiom:
Den som går ubeden til, går utakka heim i det heile.
S",heim,['frå'],False,nno
"Idiom:
Den som har gjeld, er aldri","Idiom:
Den som har gjeld, er aldri fri, og for den",fri,['sorglaus'],False,nno
"Idiom:
Den som har noko å selje, får og noko å","Idiom:
Den som har noko å selje, får og noko å leige. Men når le",leige,['telje'],False,nno
"Idiom:
Den som hjelper i naud, hjelper to","Idiom:
Den som hjelper i naud, hjelper to gonger.
Ingenting","gonger.
Ingenting",['gonger'],False,nno
"Idiom:
Den som ikkje får ride, fell heller ikkje av","Idiom:
Den som ikkje får ride, fell heller ikkje av.
Det finnes så mange slags","
Det",['hesten'],False,nno
"Idiom:
Den som ikkje spør, blir ikkje visare enn","Idiom:
Den som ikkje spør, blir ikkje visare enn han var før. Visdom",han,['før'],False,nno
"Idiom:
Den som ingenting vågar, han ingenting","Idiom:
Den som ingenting vågar, han ingenting får. Det er ein",får,['vinn'],False,nno
"Idiom:
Den som kjenner sin eigen dårskap, er på veg mot","Idiom:
Den som kjenner sin eigen dårskap, er på veg mot visdom. [K",visdom,['visdom'],True,nno
"Idiom:
Den som kviskrar, han","Idiom:
Den som kviskrar, han samtykkjer. Den som",samtykkjer,['lyg'],False,nno
"Idiom:
Den som ler sist ler","Idiom:
Den som ler sist ler best 1.
Litteraturliste",best,['best'],True,nno
"Idiom:
Den som lite veit, han lite","Idiom:
Den som lite veit, han lite får gjort, - den lær",får,['gløymer'],False,nno
"Idiom:
Den som lite vågar, han lite","Idiom:
Den som lite vågar, han lite vinner - heter det visst",vinner,['vinn'],False,nno
"Idiom:
Den som lyg, kan stele; og den som stel, kan","Idiom:
Den som lyg, kan stele; og den som stel, kan få folk på nakk",få,['lyge'],False,nno
"Idiom:
Den som lærer ti handverk, han kan ikkje eitt til","Idiom:
Den som lærer ti handverk, han kan ikkje eitt til slutt; den som lærer",slutt,['gagns'],False,nno
"Idiom:
Den som sjeldan ror ut, får sjeldan","Idiom:
Den som sjeldan ror ut, får sjeldan fangst, og den som",fangst,['fisk'],False,nno
"Idiom:
Den som skal gjete, lyt ha auga med","Idiom:
Den som skal gjete, lyt ha auga med seg så han ikkje gjer",seg,['seg'],True,nno
"Idiom:
Den som skal lyge, skal ha godt","Idiom:
Den som skal lyge, skal ha godt handlag med ord, og",handlag,['minne'],False,nno
"Idiom:
Den som sparer hendene, får og spare","Idiom:
Den som sparer hendene, får og spare hugen.
Noko","hugen.
Noko",['tennene'],False,nno
"Idiom:
Den som talar sanning, vinn over","Idiom:
Den som talar sanning, vinn over menneske - så dei vender",menneske,['djevelen'],False,nno
"Idiom:
Den som teier,","Idiom:
Den som teier, samtykkjer.
Lars","samtykkjer.
Lars",['samtykkjer'],False,nno
"Idiom:
Den som vil freden nyte, må ikkje freden","Idiom:
Den som vil freden nyte, må ikkje freden byte. Det vart ein",byte,['bryte'],False,nno
"Idiom:
Den som vil ha kjernen, skal først bite","Idiom:
Den som vil ha kjernen, skal først bite av tverrtømmer",av,['skalet'],False,nno
"Idiom:
Den som vil på havet, skal ikkje ro","Idiom:
Den som vil på havet, skal ikkje ro i dag.
Ingenting",i,['hardt'],False,nno
"Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein","Idiom:
Den som vil sleikje i alle fat, får kjenne mang ein stein i magen.
Stum",stein,['smak'],False,nno
"Idiom:
Den som vil smake på alt, han får både surt og","Idiom:
Den som vil smake på alt, han får både surt og salt.
Barn og ungdom","salt.
Barn",['salt'],False,nno
"Idiom:
Den som vågar, han anten vinn eller","Idiom:
Den som vågar, han anten vinn eller far.
Den son er tidleg","far.
Den",['tapar'],False,nno
"Idiom:
Den talar mest som minst","Idiom:
Den talar mest som minst hev, — den vise",hev,['veit'],False,nno
"Idiom:
Der dygda vantar, er venleiken lite","Idiom:
Der dygda vantar, er venleiken lite til hugnad.
(Ar",til,['verd'],False,nno
"Idiom:
Der ein pløyer grunt, vil det vekse","Idiom:
Der ein pløyer grunt, vil det vekse grønt...
2.2 The","grønt...
2.2",['tunt'],False,nno
"Idiom:
Der makt og vilje vantar, er inga","Idiom:
Der makt og vilje vantar, er inga kvinne god.
Litt om",kvinne,['råd'],False,nno
"Idiom:
Der makta har rett, har retten inga","Idiom:
Der makta har rett, har retten inga makt. Der makta",makt,['makt'],True,nno
"Idiom:
Det alle skal gjere, blir helst","Idiom:
Det alle skal gjere, blir helst det ikkje noko av Det",det,['ugjort'],False,nno
"Idiom:
Det alle skal gjere, vert aldri","Idiom:
Det alle skal gjere, vert aldri gjort!
(Svensk","gjort!
(Svensk",['gjort'],False,nno
"Idiom:
Det auget som ikkje ser, slepp å","Idiom:
Det auget som ikkje ser, slepp å skamme seg. (Frå",skamme,['gråte'],False,nno
"Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar","Idiom:
Det avgjerande er ikkje korleis ein har det, men korleis ein tar det - eller: """,det,['det'],True,nno
"Idiom:
Det beste er godt","Idiom:
Det beste er godt nok når du skal lage",nok,['nok'],True,nno
"Idiom:
Det brenn ikkje alt som","Idiom:
Det brenn ikkje alt som ryk, og rj",ryk,['ryk'],True,nno
"Idiom:
Det dømmer kvar etter sitt","Idiom:
Det dømmer kvar etter sitt, det som er rett",,['vit'],False,nno
"Idiom:
Det ein ikkje kan bere, får ein","Idiom:
Det ein ikkje kan bere, får ein syte. Om ein ikkje",syte,['drage'],False,nno
"Idiom:
Det ein ikkje veit, gjer ein verken kald eller","Idiom:
Det ein ikkje veit, gjer ein verken kald eller varm. (Olav Du",varm,['heit'],False,nno
"Idiom:
Det ein sår, skal ein og","Idiom:
Det ein sår, skal ein og hauste (Ordt",hauste,['hausta'],False,nno
"Idiom:
Det eine gode skjemmer ikkje det andre","Idiom:
Det eine gode skjemmer ikkje det andre vekk. Det er noko",vekk,['ut'],False,nno
"Idiom:
Det er aldri så gale, det ikkje er godt for","Idiom:
Det er aldri så gale, det ikkje er godt for noko. Det er g",noko,['noko'],True,nno
"Idiom:
Det er alltid dyrt som ikkje","Idiom:
Det er alltid dyrt som ikkje smakar godt.
enn",smakar,['duger'],False,nno
"Idiom:
Det er best å gjere mykje og seie","Idiom:
Det er best å gjere mykje og seie lite. Den som seier",lite,['lite'],True,nno
"Idiom:
Det er best å tenkje før ein","Idiom:
Det er best å tenkje før ein snakkar. Det er betre",snakkar,['talar'],False,nno
"Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i","Idiom:
Det er beste lækjedomen som møter sykja før ho kjem i huset. Ein gamal læ",huset,['huset'],True,nno
"Idiom:
Det er betre for fullt enn for tidleg","Idiom:
Det er betre for fullt enn for tidleg.
eit betre ryk","
eit",['tomt'],False,nno
"Idiom:
Det er betre med ei god handling enn med tusen gode","Idiom:
Det er betre med ei god handling enn med tusen gode grunnar.
Brød er","grunnar.
Brød",['tankar'],False,nno
"Idiom:
Det er betre med trøytte armar enn tomme","Idiom:
Det er betre med trøytte armar enn tomme tarmar.
I et samfunn","tarmar.
I",['tarmar'],False,nno
"Idiom:
Det er betre å falle med ære enn å stå med","Idiom:
Det er betre å falle med ære enn å stå med skam; - det fin",skam,['skam'],True,nno
"Idiom:
Det er betre å ha éin ting enn å ønskje seg","Idiom:
Det er betre å ha éin ting enn å ønskje seg noko anna eller meir.
",noko,['to'],False,nno
"Idiom:
Det er betre å kle seg vel enn å fryse i","Idiom:
Det er betre å kle seg vel enn å fryse i hel. Ein treng ikkje",hel,['hel'],True,nno
"Idiom:
Det er betre å lide for sanning enn å få løn for","Idiom:
Det er betre å lide for sanning enn å få løn for lygn.
Livsn","lygn.
Livsn",['lygn'],False,nno
"Idiom:
Det er betre å spørje to gonger enn fare éin gong","Idiom:
Det er betre å spørje to gonger enn fare éin gong vill.",vill,['vilt'],False,nno
"Idiom:
Det er betre å tigge enn å","Idiom:
Det er betre å tigge enn å vere slem.
Kost",vere,['stele'],False,nno
"Idiom:
Det er betre å vere einsleg enn i vondt","Idiom:
Det er betre å vere einsleg enn i vondt følgje, det er betre",følgje,['følgje'],True,nno
"Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit","Idiom:
Det er betre å vere herre i eit lite hus enn træl i eit stort.
Den som gjer alle","stort.
Den",['stort'],False,nno
"Idiom:
Det er betre å vike enn å","Idiom:
Det er betre å vike enn å røkke seg, seier eit",røkke,['velte'],False,nno
"Idiom:
Det er brotne kvistar i alle","Idiom:
Det er brotne kvistar i alle skogar / Det er",skogar,['skogar'],True,nno
"Idiom:
Det er dei vakraste fuglane som vert sette i","Idiom:
Det er dei vakraste fuglane som vert sette i bur.
1 Forklar kort","bur.
1",['bur'],False,nno
"Idiom:
Det er den gode vanen som den vonde skal","Idiom:
Det er den gode vanen som den vonde skal døy ut.
Don",døy,['drive'],False,nno
"Idiom:
Det er fleire som spør etter rikdom enn etter","Idiom:
Det er fleire som spør etter rikdom enn etter tru.
Nasjonal kultur er","tru.
Nasjonal",['visdom'],False,nno
"Idiom:
Det er fleire æretjuvar enn","Idiom:
Det er fleire æretjuvar enn tjuvar, heiter",tjuvar,['pengetjuvar'],False,nno
"Idiom:
Det er frå barn og fulle folk ein får høyre","Idiom:
Det er frå barn og fulle folk ein får høyre sanningsordet... Det",sanningsordet,['sanninga'],False,nno
"Idiom:
Det er få så rike, at dei aldri meir vil","Idiom:
Det er få så rike, at dei aldri meir vil kome til å verte",kome,['ha'],False,nno
"Idiom:
Det er fåfengt å vere rik der ingen fattig","Idiom:
Det er fåfengt å vere rik der ingen fattig finst. Soga syn",finst,['finst'],True,nno
"Idiom:
Det er gale å gjere andre visare enn seg","Idiom:
Det er gale å gjere andre visare enn seg sjølv. Det finst",sjølv,['sjølv'],True,nno
"Idiom:
Det er ikkje alltid den visaste som","Idiom:
Det er ikkje alltid den visaste som vinn.
danse,","vinn.
danse",['vinn'],False,nno
"Idiom:
Det er ikkje fullt før det renn","Idiom:
Det er ikkje fullt før det renn over? Det er ikkje",over,['over'],True,nno
"Idiom:
Det er ikkje gull alt som","Idiom:
Det er ikkje gull alt som glimar 1 Eg hø",glimar,['glimrar'],False,nno
"Idiom:
Det er ikkje langt mellom dygd og","Idiom:
Det er ikkje langt mellom dygd og last, mellom dumsn",last,['udygd'],False,nno
"Idiom:
Det er ikkje lett å lære ei gammal merr å","Idiom:
Det er ikkje lett å lære ei gammal merr å knega.
Sjølv","knega.
Sjølv",['kneggje'],False,nno
"Idiom:
Det er ikkje lett å sitje på lånt","Idiom:
Det er ikkje lett å sitje på lånt stol og skrive dikt.",stol,['krakk'],False,nno
"Idiom:
Det er ikkje liv i alt som rører","Idiom:
Det er ikkje liv i alt som rører seg på det store havet",seg,['seg'],True,nno
"Idiom:
Det er ikkje verdt å bere vatn i","Idiom:
Det er ikkje verdt å bere vatn i berre sokkelesten.
Det",berre,['å'],False,nno
"Idiom:
Det er ille når gikta set seg i","Idiom:
Det er ille når gikta set seg i føtene. Det er",føtene,['trefoten'],False,nno
"Idiom:
Det er ilt å angre på","Idiom:
Det er ilt å angre på god litteratur. Når ein",god,['velgjort'],False,nno
"Idiom:
Det er inga skam å falle for ei","Idiom:
Det er inga skam å falle for ei vakker dame. Men det",vakker,['kjempe'],False,nno
"Idiom:
Det er ingen for god til å tene seg","Idiom:
Det er ingen for god til å tene seg sjølv om han har dei",sjølv,['sjølv'],True,nno
"Idiom:
Det er ingen forbode å leite på","Idiom:
Det er ingen forbode å leite på side 137 og 14",side,['allmenningen'],False,nno
"Idiom:
Det er ingen lagnad som ein lagar","Idiom:
Det er ingen lagnad som ein lagar seg sjølv. Og det",seg,['sjølv'],False,nno
"Idiom:
Det er ingenting nytt under","Idiom:
Det er ingenting nytt under solen. Ikke under nord",solen,['sola'],False,nno
"Idiom:
Det er klein fugl som skjemmer sitt eige","Idiom:
Det er klein fugl som skjemmer sitt eige reir, heiter det.",reir,['reir'],True,nno
"Idiom:
Det er langt å leite etter den som er","Idiom:
Det er langt å leite etter den som er gått bort.
Det er betre",gått,['lytelaus'],False,nno
