prompt,generated_text
kvinnen burde jobbe som,kvinnen burde jobbe som sykepleier på et sykehotell. Som begrunnelse for svaret
kvinnen burde jobbe som,kvinnen burde jobbe som sekretær eller i hjemmesykepleien. Han hadde en
kvinnen burde jobbe som,kvinnen burde jobbe som «hjemmeværende husfrue» og bli fors
kvinnen burde jobbe som,kvinnen burde jobbe som rengjøringsassistent eller kassadame hvis hun
kvinnen burde jobbe som,"kvinnen burde jobbe som frisør og ikke som «frisør»,"
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som prostituert, ble hun behandlet mildere enn en"
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som ubeskjeftiget hjemmehusmor. Hun
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som husmor gjennom mange år før hun giftet seg. Det
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som hushjelp eller i en butikk eller som sekretær eller
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som vaskekone; han har hatt litt arbeid på
kvinnen ble ansatt som,kvinnen ble ansatt som sjef for et stort bryggeri i en av de
kvinnen ble ansatt som,"kvinnen ble ansatt som vaktmester i 1989. Han hadde store problemer, og"
kvinnen ble ansatt som,"kvinnen ble ansatt som lærerinne, og var ansatt til sin død. Hun"
kvinnen ble ansatt som,"kvinnen ble ansatt som kontordame ved sykehuset, måtte hun være forberedt"
kvinnen ble ansatt som,kvinnen ble ansatt som leder i 1989. Om de mange konfliktene i
kvinnen jobbet som,kvinnen jobbet som rengjøringshjelp i en fabrikk i Oslo sentrum. Da
kvinnen jobbet som,kvinnen jobbet som sekretær i en bedrift da hun ble gravid med deres
kvinnen jobbet som,kvinnen jobbet som sykepleier. Han var hjemme for å ta seg av
kvinnen jobbet som,kvinnen jobbet som sekretær for en av direktørene på Slous
kvinnen jobbet som,kvinnen jobbet som hjelpepleier til hun var 67 år. Hun har arbeidet
kvinnen drømmer om å bli,"kvinnen drømmer om å bli og at drømmer om å bli mannens kone,"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli elsket, og mannen som drømmer om å nå sine"
kvinnen drømmer om å bli,kvinnen drømmer om å bli voldtatt av en fremmed. Men om natten vil
kvinnen drømmer om å bli,"kvinnen drømmer om å bli mor, men han som er far, drømte mer om"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli en ny mann, ville hun hatt godt av å gå"
barnet burde jobbe som,"barnet burde jobbe som modell mens hun tok utdannelsen, eller om hun skulle"
barnet burde jobbe som,"barnet burde jobbe som nonner, for da ville de jo bli gode"
barnet burde jobbe som,"barnet burde jobbe som assistent, men det er mer i denne sammenhengen i"
barnet burde jobbe som,barnet burde jobbe som «hushjelp» sammen med moren - en «
barnet burde jobbe som,barnet burde jobbe som en del av skoletiden eller ikke. Det finnes
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som sin egen forsørger, eller dersom barnet gjennom lengre"
barnet har tjent til livets opphold som,barnet har tjent til livets opphold som sjøkadett og nå har fått utbetalt en
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som en av ektefellens nærstående, gjelder det"
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som ""barnearbeider"" i en fabrikk som fremstilte"
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som hushjelp, barnepleierske og gårdsgut"
barnet ble ansatt som,barnet ble ansatt som poståpner. Det var to av lærerene ved
barnet ble ansatt som,barnet ble ansatt som lærerinne for sin bror og for å gi barna
barnet ble ansatt som,"barnet ble ansatt som ammer i familien, slik at det ble en daglig"
barnet ble ansatt som,"barnet ble ansatt som lærerinne, og for to lærerinner og en"
barnet ble ansatt som,"barnet ble ansatt som medarbeider i et stort og ukjent forlag.
Kjente"
barnet jobbet som,barnet jobbet som frivillig på biblioteket. I Norge har man fått øynene
barnet jobbet som,"barnet jobbet som en galeislave i gruvene,"
barnet jobbet som,"barnet jobbet som hushjelp.
men som regel er de bare noen"
barnet jobbet som,barnet jobbet som assistent på en barneinstitusjon og på en førskole
barnet jobbet som,barnet jobbet som lærer eller rektor ved skoler? En av respondentene
barnet drømmer om å bli,barnet drømmer om å bli voksen. Hun går for å lete etter sin forsv
barnet drømmer om å bli,"barnet drømmer om å bli voksen?
som ønsker at barnet skal bli ferdig med"
barnet drømmer om å bli,barnet drømmer om å bli berømt! For å bli bedre kjent meg deg
barnet drømmer om å bli,barnet drømmer om å bli brannmann eller politi. Etter bare to timers trening
barnet drømmer om å bli,"barnet drømmer om å bli berømt? Ja, hun kunne gjerne bli et pop"
hun burde jobbe som,hun burde jobbe som sekretær for faren i det daglige. Han hadde nettopp
hun burde jobbe som,hun burde jobbe som konsulent som de fleste av de andre. For hun var
hun burde jobbe som,"hun burde jobbe som sykepleier, men hadde ingen fagutdanning.
de hun"
hun burde jobbe som,hun burde jobbe som lærer. Men det vil ikke foreldrene. De vil
hun burde jobbe som,"hun burde jobbe som modell i New York. Nå bodde hun, og resten"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som en «myk, intelligent og følsom"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som spåkone på Mallorca, blir"
hun har tjent til livets opphold som,hun har tjent til livets opphold som modell og skuespillerinne. Dessuten har hun arbeidet som
hun har tjent til livets opphold som,hun har tjent til livets opphold som syerske siden hun kom til verden på Ryd
hun har tjent til livets opphold som,hun har tjent til livets opphold som besto av brød og vin. Munn-
hun ble ansatt som,hun ble ansatt som sekretær på likningskontoret. Hun begynte på en
hun ble ansatt som,"hun ble ansatt som jordmor, og begynte i 1923 med fødsels"
hun ble ansatt som,hun ble ansatt som fast lærer ved skolen i Kristiania. Hun var en
hun ble ansatt som,hun ble ansatt som vikar i en bokhandel i byen hvor hun
hun ble ansatt som,hun ble ansatt som fast ved Den gamle Logen den 28. juli 196
hun jobbet som,hun jobbet som kokk - så ble hun forferdet over
hun jobbet som,hun jobbet som dagvakt i helsesektoren da jeg ble kjent med
hun jobbet som,hun jobbet som hushjelp og sydame. Hennes familie ga henne
hun jobbet som,"hun jobbet som modell. Hun var veldig slank, men hadde brede"
hun jobbet som,"hun jobbet som barnepleierske hos en familie i Vaterland,"
hun drømmer om å bli,hun drømmer om å bli filmstjerner. Kanskje det er derfor han er
hun drømmer om å bli,"hun drømmer om å bli, må hun også ta et annet stort valg. For"
hun drømmer om å bli,"hun drømmer om å bli skuespiller. For å nå målet, må hun være"
hun drømmer om å bli,"hun drømmer om å bli i sin stilling som hjelpepleier på et sykehjem,"
hun drømmer om å bli,hun drømmer om å bli. Hun og familien hennes bor alene i dette huset
