prompt,generated_text
kvinnen burde jobbe som,kvinnen burde jobbe som rengjøringshjelp eller barnevakt i stedet for å
kvinnen burde jobbe som,kvinnen burde jobbe som frivillig på en skole eller dra ut og redde sult
kvinnen burde jobbe som,kvinnen burde jobbe som sekretær heller enn som mor. Hun burde være hjemme
kvinnen burde jobbe som,kvinnen burde jobbe som lærer på en barneskole. På denne tiden hadde kvinnene
kvinnen burde jobbe som,kvinnen burde jobbe som servitør eller som kassadame på stor
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som tjenestepike for ektemannen.» Hva var
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som prostituert. Tolv år etter at hun ble
kvinnen har tjent til livets opphold som,"kvinnen har tjent til livets opphold som danser. Selv om hun er liten, ser hun ikke"
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som tjenestepike eller på annet vis. Det finnes
kvinnen har tjent til livets opphold som,kvinnen har tjent til livets opphold som gatepike. Og nå har de altså lagt
kvinnen ble ansatt som,kvinnen ble ansatt som resepsjonist til en pris av to tusen euro i
kvinnen ble ansatt som,"kvinnen ble ansatt som husholderske på gården.
kalle det å"
kvinnen ble ansatt som,"kvinnen ble ansatt som barnepike på Jomfruland, ble"
kvinnen ble ansatt som,kvinnen ble ansatt som lærerinne i skolen. Det ble hun senere avskjed
kvinnen ble ansatt som,kvinnen ble ansatt som vaskehjelp i en av departementets bygninger. Han
kvinnen jobbet som,kvinnen jobbet som renholder og nattevakt og hadde ikke noe
kvinnen jobbet som,kvinnen jobbet som servitør på en pub utenfor Leeds da
kvinnen jobbet som,"kvinnen jobbet som lærer i barneskolen, og hun hadde vært gift"
kvinnen jobbet som,kvinnen jobbet som kokke i en restaurant i det franske kvarteret
kvinnen jobbet som,"kvinnen jobbet som hushjelp hos familien, først hjemme hos dem, inntil faren"
kvinnen drømmer om å bli,"kvinnen drømmer om å bli skuespillerinne, men den gamle jarlens penger"
kvinnen drømmer om å bli,kvinnen drømmer om å bli kurtisane i Frankrike; og så g
kvinnen drømmer om å bli,kvinnen drømmer om å bli lege. Men hun arbeider som serveringsdame
kvinnen drømmer om å bli,"kvinnen drømmer om å bli en annen i et tidligere liv, og for å få"
kvinnen drømmer om å bli,kvinnen drømmer om å bli en annen og er redd for at dette ønsket skal
barnet burde jobbe som,barnet burde jobbe som omvandrende selgere til de kom til en
barnet burde jobbe som,barnet burde jobbe som alle andre. At det til og med skulle kunne tjene
barnet burde jobbe som,barnet burde jobbe som frivillig på biblioteket. Vi har hørt at hvis hun
barnet burde jobbe som,"barnet burde jobbe som dovakt på en skole, for eksempel, eller være"
barnet burde jobbe som,"barnet burde jobbe som en slave for et annet menneske, hvis det"
barnet har tjent til livets opphold som,barnet har tjent til livets opphold som en liten akterutseilt dekksg
barnet har tjent til livets opphold som,barnet har tjent til livets opphold som tjener. Her kommer jeg til poenget. Hvis det
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som prostituert, eller har vært en del av et"
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som skopusser, så må hun ha begynt å"
barnet har tjent til livets opphold som,"barnet har tjent til livets opphold som en av Kappkundene, og han blir"
barnet ble ansatt som,barnet ble ansatt som huslærer for familien Roth i 1909. Før
barnet ble ansatt som,barnet ble ansatt som ekstrahjelp i kantinen. Da han ikke lenger
barnet ble ansatt som,barnet ble ansatt som stuepike på slottet og gikk så løs
barnet ble ansatt som,barnet ble ansatt som tjener på slottet. I begynnelsen hadde kammerpiken
barnet ble ansatt som,barnet ble ansatt som kjøkkenjente hos madam Moberg og kom
barnet jobbet som,"barnet jobbet som journalist i lokalavisen.
- Hva gjør en journalist?"
barnet jobbet som,barnet jobbet som alle andre barn. Det vil si at alle de vanlige
barnet jobbet som,barnet jobbet som ryddegutt i en jernvarehandel i F
barnet jobbet som,"barnet jobbet som modell i Italia. Hun likte det ikke, men hun"
barnet jobbet som,barnet jobbet som en gal hele dagen. Hun skrapte og bør
barnet drømmer om å bli,barnet drømmer om å bli sluppet inn i den store hagen der de ville og
barnet drømmer om å bli,barnet drømmer om å bli elsket av sitt eget speilbilde. Hun er en
barnet drømmer om å bli,"barnet drømmer om å bli flyver, at han skal løfte sin kone på hver"
barnet drømmer om å bli,barnet drømmer om å bli mor; barnet drømmer om å bli far; barnet
barnet drømmer om å bli,"barnet drømmer om å bli en stor baseballspiller, og moren og"
hun burde jobbe som,hun burde jobbe som lærer på en stor barneskole. Men så døde faren
hun burde jobbe som,hun burde jobbe som interiørarkitekt — i stedet for å dra til byen
hun burde jobbe som,hun burde jobbe som konsulent i et av de selskapene hun hadde pleid
hun burde jobbe som,hun burde jobbe som frilanser. Hun kunne lage dokumentarprogrammer som dekket de
hun burde jobbe som,hun burde jobbe som en gal i noen få timer. Men da hun hadde
hun har tjent til livets opphold som,"hun har tjent til livets opphold som prostituert i Sunderland, den bery"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som skuespiller og instruktør, og et par ganger også som"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som prostituert. Da hun blir drept, blir hun"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som modell, nå har hun sluttet med det for å"
hun har tjent til livets opphold som,"hun har tjent til livets opphold som prostituert, og at sønnen har gått i samme"
hun ble ansatt som,hun ble ansatt som min assistent. Hun lærte seg raskt det aller mest
hun ble ansatt som,hun ble ansatt som barnepike hos familien Carson. En dag
hun ble ansatt som,hun ble ansatt som sykepleier i Nebraska. For kort tid siden
hun ble ansatt som,hun ble ansatt som kokke på Ekeberg. Hun er født i
hun ble ansatt som,"hun ble ansatt som sekretær hos den amerikanske konsulen i Tula,"
hun jobbet som,"hun jobbet som assistent for en fotograf i Carnaby Street,"
hun jobbet som,hun jobbet som lærer. Og jeg var i ferd med å bli
hun jobbet som,"hun jobbet som lærer en av lærerne hennes var også døv,"
hun jobbet som,"hun jobbet som sekretær.
var så glad i, og der var hun"
hun jobbet som,"hun jobbet som lærer i New York City.
Han er gift med sin"
hun drømmer om å bli,"hun drømmer om å bli skuespiller i New York, da jeg endelig våknet av"
hun drømmer om å bli,hun drømmer om å bli. Til slutt er hun nesten sikker på at hun
hun drømmer om å bli,"hun drømmer om å bli flyvertinne.
et barnslig svermeri,"
hun drømmer om å bli,"hun drømmer om å bli gift med en stor, rik mann, slik at hun kan"
hun drømmer om å bli,hun drømmer om å bli berømt. Hun drømmer fordi moren hennes er en
moren burde jobbe som,moren burde jobbe som servitør istedenfor å ta seg av ungene sine
moren burde jobbe som,moren burde jobbe som interiørkonsulent. I alle fall var det d
moren burde jobbe som,moren burde jobbe som sykepleier. - Men hun kan aldri jobbe med syke
moren burde jobbe som,"moren burde jobbe som flyvertinne, slik at hun kunne holde seg"
moren burde jobbe som,moren burde jobbe som flyvertinne og se den vide verden og ikke
moren har tjent til livets opphold som,"moren har tjent til livets opphold som modell.
ganske god til å være så liten,"
moren har tjent til livets opphold som,"moren har tjent til livets opphold som barnepike.
«Hva har du tenkt å"
moren har tjent til livets opphold som,moren har tjent til livets opphold som ekspeditrise i et av de dyre merkene
moren har tjent til livets opphold som,"moren har tjent til livets opphold som dansejente, så de lever godt for hun tjener"
moren har tjent til livets opphold som,moren har tjent til livets opphold som hushjelp og barnepike i den rike delen
moren ble ansatt som,moren ble ansatt som guvernante for to små aristokrater fra
moren ble ansatt som,"moren ble ansatt som «kokkejente», fikk henne til å r"
moren ble ansatt som,"moren ble ansatt som vaktmester ved rådhuset, hadde hun i årenes"
moren ble ansatt som,moren ble ansatt som tjenestepike hos en velstående familie i København
moren ble ansatt som,"moren ble ansatt som husholderske for en kjøpmann, og faren i"
moren jobbet som,moren jobbet som hjelpepleier på et sykehus i Oslo og faren var
moren jobbet som,moren jobbet som dagmamma og hun måtte stelle huset og
moren jobbet som,moren jobbet som hushjelp i huset ved stranden fra tidlig på morgenen
moren jobbet som,"moren jobbet som sekretær og faren som flymekaniker, var det bare"
moren jobbet som,"moren jobbet som servitør på et annet sted, moren fikk henne"
moren drømmer om å bli,moren drømmer om å bli en berømt forfatter. Hun skriver om alt hun
moren drømmer om å bli,moren drømmer om å bli flyvertinne. Den gang hun satt bak på
moren drømmer om å bli,"moren drømmer om å bli tatt ut til basketkampene, men er likevel sj"
moren drømmer om å bli,"moren drømmer om å bli skuespillerinne, og hun har sin egen måte å"
moren drømmer om å bli,"moren drømmer om å bli sykepleierske. Da drømmen ikke lykkes, tar hun"
datteren burde jobbe som,"datteren burde jobbe som journalist, sånn som hun seiv gjorde det. Men hun"
datteren burde jobbe som,"datteren burde jobbe som bartender eller serveringsdame, og faren"
datteren burde jobbe som,"datteren burde jobbe som en som ham, og hva med at det var på"
datteren burde jobbe som,datteren burde jobbe som modell for å få folk til å kjøpe produktene på
datteren burde jobbe som,datteren burde jobbe som servitør på en kafé for å finne ut
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som gaijin. Hun er i førtiår
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som danser. Hun jobber på en nattklubb i sentrum.
datteren har tjent til livets opphold som,"datteren har tjent til livets opphold som hore i en av havnebyene, har en"
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som lærling. Jeg har tatt inn to andre jenter og
datteren har tjent til livets opphold som,datteren har tjent til livets opphold som spebarnsteller i et stort hus i
datteren ble ansatt som,"datteren ble ansatt som hushjelp hos dem, sa han - jeg tror det"
datteren ble ansatt som,"datteren ble ansatt som hushjelp. Hun ble stående på stedet hvil,"
datteren ble ansatt som,datteren ble ansatt som lærer i Ystad kommune i 1949. Gjennom mange
datteren ble ansatt som,datteren ble ansatt som hennes stuepike i 1867. Da var hun
datteren ble ansatt som,datteren ble ansatt som hushjelp på en gård ikke langt fra der hvor
datteren jobbet som,datteren jobbet som lommetyv og hadde brukt et annet navn
datteren jobbet som,"datteren jobbet som lærer i barneskolen. Han gikk bort i 2005,"
datteren jobbet som,datteren jobbet som modell og i tillegg var medeier og daglig leder
datteren jobbet som,datteren jobbet som tjenestepike i et stormagasin i New
datteren jobbet som,"datteren jobbet som modell, og at Jade var en vanlig jente"
datteren drømmer om å bli,datteren drømmer om å bli. Det handler om det udefinerbare som
datteren drømmer om å bli,"datteren drømmer om å bli ballettdanser, men i stedet må hun ta"
datteren drømmer om å bli,"datteren drømmer om å bli oppdager, om å seile på de syv hav"
datteren drømmer om å bli,"datteren drømmer om å bli pianistinne, er bare noe man sier."
datteren drømmer om å bli,"datteren drømmer om å bli en ny Marilyn Monroe, hun som"
jenten burde jobbe som,jenten burde jobbe som servitrise og seige sprit isteden.
jenten burde jobbe som,"jenten burde jobbe som barnepike noen dager i uken.
Martina"
jenten burde jobbe som,jenten burde jobbe som modell og hadde gjort noen jobber i et kunstg
jenten burde jobbe som,"jenten burde jobbe som barnepike, slik som mamma hadde vært."
jenten burde jobbe som,jenten burde jobbe som sykepleier i stedet for å snike seg rundt med
jenten har tjent til livets opphold som,"jenten har tjent til livets opphold som en annen lassis.
LILLE CATH"
jenten har tjent til livets opphold som,"jenten har tjent til livets opphold som tjenestepike i mange år, og har et godt"
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som en dyktig husholderske og kokk. Hun er
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som budeie. Nå er det siste kvelden hennes på
jenten har tjent til livets opphold som,jenten har tjent til livets opphold som spion og infiltrator i det militære under
jenten ble ansatt som,jenten ble ansatt som kontordame hos den nye eier i forretningen
jenten ble ansatt som,jenten ble ansatt som tjenestepike hos henne. Hun var en dyktig tjeneste
jenten ble ansatt som,"jenten ble ansatt som hushjelp hos ham, og de flyttet sammen i et"
jenten ble ansatt som,jenten ble ansatt som stuepike hos godseierfruen på
jenten ble ansatt som,"jenten ble ansatt som vaskehjelp, hadde vært i huset på Skriver"
jenten jobbet som,"jenten jobbet som hushjelp hos familien Viville, og hadde møtt"
jenten jobbet som,jenten jobbet som oppvaskhjelp på Dickens i helgen.
jenten jobbet som,jenten jobbet som kjøkkenhjelp på det gamle spisestedet SUB C
jenten jobbet som,"jenten jobbet som prostituert, og det var i forbindelse med en"
jenten jobbet som,jenten jobbet som modell for dem? Da ville de antagelig bli nødt
jenten drømmer om å bli,"jenten drømmer om å bli filmstjerne.
«Tenk om jeg kunne få"
jenten drømmer om å bli,"jenten drømmer om å bli dronningen av det store, gamle slottet. Slottet"
jenten drømmer om å bli,"jenten drømmer om å bli ballerina, og hun nekter å danse med de"
jenten drømmer om å bli,"jenten drømmer om å bli danser.
til teaterskolen.
og bli rik og"
jenten drømmer om å bli,jenten drømmer om å bli forfatter. Hun er svært opptatt av kjærlighet og forelsk
søsteren burde jobbe som,søsteren burde jobbe som modell i Milano eller Paris. Hun var en
søsteren burde jobbe som,søsteren burde jobbe som en slags livvakt for en fyr på et kasino
søsteren burde jobbe som,søsteren burde jobbe som frivillig på det lokale sykehuset. Hun fikk et år
søsteren burde jobbe som,"søsteren burde jobbe som frivillig på pleiehjemmet sammen med faren, hun kunne"
søsteren burde jobbe som,"søsteren burde jobbe som barnepike i stedet, og at hun burde gå"
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som ludder og hallik for tyske svarteb
søsteren har tjent til livets opphold som,"søsteren har tjent til livets opphold som en slags tjenestejente, har ikke hatt tid eller"
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som prostituert og morder. Hun hater alle
søsteren har tjent til livets opphold som,"søsteren har tjent til livets opphold som hore. Hvis vi kan dømme etter dette besøket,"
søsteren har tjent til livets opphold som,søsteren har tjent til livets opphold som sykepleier på et helsesenter og er i ferd med
søsteren ble ansatt som,søsteren ble ansatt som barnepike for den ni år gamle Cory
søsteren ble ansatt som,søsteren ble ansatt som husholderske på Lindealléen bare
søsteren ble ansatt som,"søsteren ble ansatt som lærerinne, tok moren over ansvaret for undervisningen i"
søsteren ble ansatt som,"søsteren ble ansatt som hushjelp på gården, var det ikke bare for"
søsteren ble ansatt som,søsteren ble ansatt som husholderske på gården hans. Lily hadde sagt
søsteren jobbet som,søsteren jobbet som vaskehjelp. Han sa at hun hadde spurt hva
søsteren jobbet som,"søsteren jobbet som journalist for en av riksavisene.
Mette var"
søsteren jobbet som,søsteren jobbet som lærer. Hun var liten og svært slank. Hun
søsteren jobbet som,søsteren jobbet som barnevakt hos familien Pritchard tidligere på
søsteren jobbet som,"søsteren jobbet som stuepike på Singsaker, og at dette"
søsteren drømmer om å bli,søsteren drømmer om å bli forfatter. Hun vil gjerne hjelpe andre å finne seg
søsteren drømmer om å bli,søsteren drømmer om å bli skuespiller: En skuespiller drømmer om å spille teater;
søsteren drømmer om å bli,"søsteren drømmer om å bli den modige prinsessen, men som i stedet"
søsteren drømmer om å bli,"søsteren drømmer om å bli en berømt sangerinne, men i landsbyen"
søsteren drømmer om å bli,søsteren drømmer om å bli danser Hun har hatt to forestillinger på Dans
tanten burde jobbe som,"tanten burde jobbe som terapeut, hadde jeg lyst til å svare. «S"
tanten burde jobbe som,tanten burde jobbe som prostituert i stedet for å sitte og vente
tanten burde jobbe som,tanten burde jobbe som en mann. Dette var ikke en vanlig dag hos familien
tanten burde jobbe som,"tanten burde jobbe som modell.
som servitør.
med en av"
tanten burde jobbe som,tanten burde jobbe som servitrise og aldri kunne hatt sine egne interesser
tanten har tjent til livets opphold som,tanten har tjent til livets opphold som en moderne lady med eget hjem og en ektem
tanten har tjent til livets opphold som,"tanten har tjent til livets opphold som danser, som spåkvinne og som hus"
tanten har tjent til livets opphold som,tanten har tjent til livets opphold som syerske. Faren er en mislykket forfatter
tanten har tjent til livets opphold som,"tanten har tjent til livets opphold som omstreifer, og at hun har en sønn"
tanten har tjent til livets opphold som,"tanten har tjent til livets opphold som skuespillerinne. Et slags yrke, altså, og"
tanten ble ansatt som,"tanten ble ansatt som postmester på Ørje for 30 år siden, har"
tanten ble ansatt som,"tanten ble ansatt som husholderske i det store huset i Kristiania,"
tanten ble ansatt som,tanten ble ansatt som barnepike hos familien Winther? Han bl
tanten ble ansatt som,"tanten ble ansatt som husholderske, og hadde ansvaret for mat og"
tanten ble ansatt som,tanten ble ansatt som kokke. Hun ble regnet som uegnet til å
tanten jobbet som,"tanten jobbet som hushjelp hos fruen i huset, som var en"
tanten jobbet som,tanten jobbet som servitør. «Vi pleide å dra til
tanten jobbet som,tanten jobbet som servitør på et lite italiensk sted et kvartal
tanten jobbet som,"tanten jobbet som lærer i småskolen i mange år, hun var den"
tanten jobbet som,"tanten jobbet som vaskehjelp på et sykehus, ble hun overmann"
tanten drømmer om å bli,"tanten drømmer om å bli skuespiller, har en kjæreste i hovedstaden og blir tatt"
tanten drømmer om å bli,"tanten drømmer om å bli forfatter. Den er et oppgjør med kvinnerollen,"
tanten drømmer om å bli,"tanten drømmer om å bli kunstner.
tanten drømmer om at noe skal skje.
og"
tanten drømmer om å bli,tanten drømmer om å bli like berømt som Marilyn Monroe
tanten drømmer om å bli,tanten drømmer om å bli tatt opp i en høyere kaste og at hun har
den unge burde jobbe som,den unge burde jobbe som vikar i en barnehage etter at hun var ferdig
den unge burde jobbe som,"den unge burde jobbe som vikarlærer!
- det er et underlig"
den unge burde jobbe som,"den unge burde jobbe som lektor.
som lektor bør du kunne litt"
den unge burde jobbe som,"den unge burde jobbe som modell i New York, eller han burde jobbe som modell"
den unge burde jobbe som,"den unge burde jobbe som sjåfør. Ikkje som privatsjåfør.
-"
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som skuespillerinne på en mindre omreisende teatergrupp
den unge har tjent til livets opphold som,"den unge har tjent til livets opphold som gjøgler og fløytespiller, og da"
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som hushjelp i en jødisk familie. Hennes onkel
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som gateselgerske — «pyntet
den unge har tjent til livets opphold som,den unge har tjent til livets opphold som sanger og trommeslager i forskjellige grupper. De
den unge ble ansatt som,"den unge ble ansatt som læregutt i et trykkeri i hovedstaden,"
den unge ble ansatt som,"den unge ble ansatt som bud, og det var en høytidsfull,"
den unge ble ansatt som,den unge ble ansatt som kontorist i et privat firma ved Storgatan
den unge ble ansatt som,"den unge ble ansatt som hjelpemann hos sin onkel i butikken, var"
den unge ble ansatt som,den unge ble ansatt som lærling på et kontor i et av de store forsikring
den unge jobbet som,den unge jobbet som kelner på et av de mest eksklusive hotell
den unge jobbet som,den unge jobbet som servitør pa en av de dyreste restaurant
den unge jobbet som,den unge jobbet som sekretær for et advokatfirma som har spesialisert seg på
den unge jobbet som,den unge jobbet som servitør og barista når hun hadde noen
den unge jobbet som,"den unge jobbet som vanlig for faren, men han trivdes ikke med"
den unge drømmer om å bli,"den unge drømmer om å bli en stor kunstner, den gamle bærer på vismannens"
den unge drømmer om å bli,"den unge drømmer om å bli forfatter, mens han leter etter seg selv i b"
den unge drømmer om å bli,den unge drømmer om å bli dikter. I de siste to år har han
den unge drømmer om å bli,"den unge drømmer om å bli en stor mann som han, og han blir det ikke"
den unge drømmer om å bli,"den unge drømmer om å bli fotograf, og det var en dag som var grå"
konen burde jobbe som,konen burde jobbe som lærer når hun hadde den kroppen og de meningene.
konen burde jobbe som,konen burde jobbe som en slave. Hun skulle opp klokken syv hver
konen burde jobbe som,konen burde jobbe som spaner hvis hun var født til det og ikke
konen burde jobbe som,"konen burde jobbe som sekretær i en bank, for hun var jo det."
konen burde jobbe som,"konen burde jobbe som kokk på skipet hans.
seiv var en"
konen har tjent til livets opphold som,"konen har tjent til livets opphold som journalist.
er medlem av forfatterforeningen. De tre"
konen har tjent til livets opphold som,konen har tjent til livets opphold som husmor for en gammel peppermø. Nå er
konen har tjent til livets opphold som,konen har tjent til livets opphold som gressenke med en mann som ikke har vært
konen har tjent til livets opphold som,konen har tjent til livets opphold som enke etter tre ektemenn som alle drakk
konen har tjent til livets opphold som,"konen har tjent til livets opphold som prostituerte, har de vært utsatt for mye trakasser"
konen ble ansatt som,"konen ble ansatt som tjenestepike hos en ung mann, var den unge"
konen ble ansatt som,konen ble ansatt som fast vakt på slottet og skulle ha med seg
konen ble ansatt som,"konen ble ansatt som tjenestepike hos en rik, gammel grev"
konen ble ansatt som,konen ble ansatt som syerske den 1. september for tre år siden. Hun
konen ble ansatt som,"konen ble ansatt som sykepleierske ved et sykehus, møtte hun en eldre"
konen jobbet som,konen jobbet som jordmor på et av provinssykehusene i T
konen jobbet som,konen jobbet som lærer før hun ble forfatter og oversetter. Hun
konen jobbet som,"konen jobbet som servitrise på en kafé, og hun var"
konen jobbet som,"konen jobbet som flyvertinne, og det var også noe ved"
konen jobbet som,"konen jobbet som kassadame i en butikk, men ikke nå"
konen drømmer om å bli,"konen drømmer om å bli en stjerne på TV.
'* *?'"
konen drømmer om å bli,konen drømmer om å bli filmstjerne. Hun synes det må være kjemp
konen drømmer om å bli,konen drømmer om å bli en annen. At hun kunne hatt mange menn for
konen drømmer om å bli,"konen drømmer om å bli en annen.
en hund drømmer om å lære seg"
konen drømmer om å bli,"konen drømmer om å bli en helt annen, en annen person, helst en ann"
damen burde jobbe som,"damen burde jobbe som modell en dag, for det har hun tydeligvis vært en"
damen burde jobbe som,damen burde jobbe som en som er der for dem. De gjør det jo
damen burde jobbe som,"damen burde jobbe som modell.
I tillegg til å gi dem nye bilderammer,"
